TP14
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                8388613,        "101",  ,       ,       514.009369,     "",    31-07-2020/03:03:02.0    ,       MEAS;
                8388616,        "102",  423146.768973,  7628814.729223, 513.815866,     "",     31-07-2020/03:10:48.0   ,       MEAS;
                8388617,        "103",  423146.722853,  7628814.843286, 513.737003,     "",     31-07-2020/03:11:21.0   ,       MEAS;
                8388618,        "104",  423147.821645,  7628813.998859, 513.204078,     "",     31-07-2020/03:11:58.0   ,       MEAS;
                8388619,        "105",  423147.794419,  7628814.166002, 512.845214,     "",     31-07-2020/03:12:18.0   ,       MEAS;
                8388620,        "106",  423149.499001,  7628812.998977, 513.826346,     "",     31-07-2020/03:12:51.0   ,       MEAS;
                8388621,        "107",  423149.631346,  7628812.947134, 513.623928,     "",     31-07-2020/03:13:12.0   ,       MEAS;
                8388622,        "108",  423149.373985,  7628817.189750, 513.798659,     "",     31-07-2020/03:14:49.0   ,       MEAS;
                8388623,        "109",  423149.322539,  7628817.269791, 513.665839,     "",     31-07-2020/03:15:01.0   ,       MEAS;
                8388624,        "110",  423144.417335,  7628821.127485, 513.520925,     "",     31-07-2020/03:16:11.0   ,       MEAS;
                8388625,        "111",  423144.463799,  7628821.182347, 513.466108,     "",     31-07-2020/03:16:26.0   ,       MEAS;
                8388626,        "112",  423139.416582,  7628827.533433, 513.735972,     "",     31-07-2020/03:17:22.0   ,       MEAS;
                8388627,        "113",  423139.418745,  7628827.516692, 513.688864,     "",     31-07-2020/03:17:38.0   ,       MEAS;
                8388628,        "114",  423153.808729,  7628819.522580, 513.683384,     "",     31-07-2020/03:18:42.0   ,       MEAS;
                8388629,        "115",  423153.810806,  7628819.625949, 513.615089,     "",     31-07-2020/03:19:04.0   ,       MEAS;
                8388630,        "116",  423153.969756,  7628819.152845, 513.429813,     "",     31-07-2020/03:19:32.0   ,       MEAS;
                8388631,        "117",  423153.943925,  7628819.013856, 512.854515,     "",     31-07-2020/03:19:52.0   ,       MEAS;
                8388632,        "118",  423154.145277,  7628818.660710, 513.639878,     "",     31-07-2020/03:20:26.0   ,       MEAS;
                8388633,        "119",  423154.126530,  7628818.730109, 513.545813,     "",     31-07-2020/03:20:52.0   ,       MEAS;
                8388634,        "120",  423162.005223,  7628846.854935, 513.239841,     "",     31-07-2020/03:27:44.0   ,       MEAS;
                8388635,        "121",  423162.004836,  7628846.873334, 513.166785,     "",     31-07-2020/03:27:59.0   ,       MEAS;
                8388636,        "122",  423161.741737,  7628847.205114, 513.036300,     "",     31-07-2020/03:28:18.0   ,       MEAS;
                8388637,        "123",  423161.754401,  7628847.174976, 512.359354,     "",     31-07-2020/03:28:43.0   ,       MEAS;
                8388638,        "124",  423161.296576,  7628847.655626, 513.171425,     "",     31-07-2020/03:29:18.0   ,       MEAS;
                8388639,        "125",  423161.223398,  7628847.743803, 513.076515,     "",     31-07-2020/03:29:40.0   ,       MEAS;
                8388640,        "126",  423166.858547,  7628852.069151, 513.134645,     "",     31-07-2020/03:30:14.0   ,       MEAS;
                8388641,        "127",  423166.850717,  7628852.062108, 513.105929,     "",     31-07-2020/03:30:29.0   ,       MEAS;
                8388642,        "128",  423175.323142,  7628843.607379, 512.949558,     "",     31-07-2020/03:31:23.0   ,       MEAS;
                8388643,        "129",  423175.362801,  7628843.617474, 512.429173,     "",     31-07-2020/03:31:46.0   ,       MEAS;
                8388644,        "130",  423182.356062,  7628832.124825, 513.288706,     "",     31-07-2020/03:32:38.0   ,       MEAS;
                8388645,        "131",  423182.442619,  7628832.059657, 512.714685,     "",     31-07-2020/03:33:07.0   ,       MEAS;
                8388646,        "132",  423169.220196,  7628855.381106, 513.157155,     "",     31-07-2020/03:34:24.0   ,       MEAS;
                8388647,        "133",  423169.231142,  7628855.439771, 513.062895,     "",     31-07-2020/03:34:37.0   ,       MEAS;
                8388648,        "134",  423168.209618,  7628855.391608, 512.809895,     "",     31-07-2020/03:35:01.0   ,       MEAS;
                8388649,        "135",  423168.036054,  7628855.370234, 512.746240,     "",     31-07-2020/03:35:18.0   ,       MEAS;
                8388650,        "136",  423167.105325,  7628855.322069, 513.130989,     "",     31-07-2020/03:35:42.0   ,       MEAS;
                8388651,        "137",  423167.155551,  7628855.321656, 513.034383,     "",     31-07-2020/03:36:04.0   ,       MEAS;
                8388652,        "138",  423111.363100,  7628836.593308, 513.970331,     "",     31-07-2020/03:47:48.0   ,       MEAS;
                8388653,        "139",  423111.428375,  7628836.691377, 513.857432,     "",     31-07-2020/03:48:00.0   ,       MEAS;
                8388654,        "140",  423090.246022,  7628849.407804, 515.510952,     "",     31-07-2020/03:52:23.0   ,       MEAS;
                8388655,        "141",  423090.390159,  7628849.435395, 515.406841,     "",     31-07-2020/03:52:33.0   ,       MEAS;
                8388656,        "142",  423068.747688,  7628862.200973, 515.813554,     "",     31-07-2020/03:53:49.0   ,       MEAS;
                8388657,        "143",  423068.821196,  7628862.198134, 515.792729,     "",     31-07-2020/03:54:00.0   ,       MEAS;
                8388658,        "144",  423049.678010,  7628878.346150, 516.168459,     "",     31-07-2020/03:55:08.0   ,       MEAS;
                8388659,        "145",  423049.734524,  7628878.295888, 516.110213,     "",     31-07-2020/03:55:20.0   ,       MEAS;
                8388660,        "146",  423053.935174,  7628883.814403, 516.034419,     "",     31-07-2020/03:56:08.0   ,       MEAS;
                8388661,        "147",  423054.052394,  7628883.833408, 516.004724,     "",     31-07-2020/03:56:31.0   ,       MEAS;
                8388662,        "148",  423075.683451,  7628874.758375, 515.681662,     "",     31-07-2020/03:57:36.0   ,       MEAS;
                8388663,        "149",  423075.782494,  7628874.693302, 515.601112,     "",     31-07-2020/03:57:48.0   ,       MEAS;
                8388664,        "150",  423099.960265,  7628861.646331, 515.200064,     "",     31-07-2020/03:58:35.0   ,       MEAS;
