HEADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "3EP8"
                OPERATOR        "EF"
                CREATION_DATE   10-02-2021/04:29:01.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                411041854,      "156",  1,      174.151940,     86.430040,     30.055700,       2.695000,       10-02-2021/05:32:32.0,  0.000000,       107,   00001100;
                411041855,      "157",  1,      174.214880,     87.080450,     29.932800,       2.695000,       10-02-2021/05:32:55.0,  0.000000,       107,   00001100;
                411041856,      "158",  1,      167.400450,     87.150610,     32.844700,       2.695000,       10-02-2021/05:33:13.0,  0.000000,       107,   00001100;
                411041857,      "159",  1,      167.395150,     87.472850,     32.871100,       2.695000,       10-02-2021/05:33:30.0,  0.000000,       107,   00001100;
                411041858,      "160",  1,      163.342210,     86.480370,     35.313300,       2.695000,       10-02-2021/05:33:56.0,  0.000000,       107,   00001100;
                411041859,      "161",  1,      163.341420,     87.293420,     35.297200,       2.695000,       10-02-2021/05:34:08.0,  0.000000,       107,   00001100;
                411041860,      "162",  1,      182.014340,     87.433880,     55.174300,       2.695000,       10-02-2021/05:35:37.0,  0.000000,       107,   00001100;
                411041861,      "163",  1,      182.014400,     88.081880,     55.128300,       2.695000,       10-02-2021/05:35:53.0,  0.000000,       107,   00001100;
                411041862,      "164",  1,      186.044330,     87.343110,     53.488900,       2.695000,       10-02-2021/05:36:30.0,  0.000000,       107,   00001100;
                411041863,      "165",  1,      186.043630,     87.531130,     53.432700,       2.695000,       10-02-2021/05:36:41.0,  0.000000,       107,   00001100;
                411041864,      "166",  1,      192.245370,     87.404610,     51.511200,       2.695000,       10-02-2021/05:37:00.0,  0.000000,       107,   00001100;
                411041865,      "167",  1,      192.250500,     88.071580,     51.450300,       2.695000,       10-02-2021/05:37:15.0,  0.000000,       107,   00001100;
                411041866,      "168",  1,      201.203480,     87.375810,     49.553300,       2.695000,       10-02-2021/05:37:38.0,  0.000000,       107,   00001100;
                411041867,      "169",  1,      201.195910,     88.141160,     49.616600,       2.695000,       10-02-2021/05:37:58.0,  0.000000,       107,   00001100;
                411041868,      "170",  1,      204.080490,     87.332410,     49.211400,       2.695000,       10-02-2021/05:38:13.0,  0.000000,       107,   00001100;
                411041869,      "171",  1,      204.070870,     88.005000,     49.132300,       2.695000,       10-02-2021/05:38:26.0,  0.000000,       107,   00001100;
                411041870,      "172",  1,      208.351930,     87.421520,     73.093200,       2.695000,       10-02-2021/05:39:17.0,  0.000000,       107,   00001100;
                411041871,      "173",  1,      208.353290,     87.500730,     73.534800,       2.695000,       10-02-2021/05:39:37.0,  0.000000,       107,   00001100;
                411041872,      "174",  1,      206.273730,     87.485480,     73.783800,       2.695000,       10-02-2021/05:40:05.0,  0.000000,       107,   00001100;
                411041873,      "175",  1,      206.263520,     87.525500,     73.702200,       2.695000,       10-02-2021/05:40:20.0,  0.000000,       107,   00001100;
                411041874,      "176",  1,      199.320590,     87.542470,     75.493000,       2.695000,       10-02-2021/05:40:48.0,  0.000000,       107,   00001100;
                411041875,      "177",  1,      199.323060,     88.014300,     75.489900,       2.695000,       10-02-2021/05:41:01.0,  0.000000,       107,   00001100;
                411041876,      "178",  1,      193.590220,     87.573830,     77.913000,       2.695000,       10-02-2021/05:41:20.0,  0.000000,       107,   00001100;
                411041877,      "179",  1,      193.592040,     88.055170,     77.816000,       2.695000,       10-02-2021/05:41:32.0,  0.000000,       107,   00001100;
                411041878,      "180",  1,      190.552230,     88.004240,     79.586900,       2.695000,       10-02-2021/05:41:45.0,  0.000000,       107,   00001100;
                411041879,      "181",  1,      190.560960,     88.172010,     79.481400,       2.695000,       10-02-2021/05:41:56.0,  0.000000,       107,   00001100;
                411041880,      "182",  1,      205.555790,     87.501600,     86.046400,       2.695000,       10-02-2021/05:43:02.0,  0.000000,       107,   00001100;
                411041881,      "183",  1,      205.503950,     87.583780,     86.014700,       2.695000,       10-02-2021/05:43:14.0,  0.000000,       107,   00001100;
                411041882,      "184",  1,      209.015800,     87.465760,     87.184900,       2.695000,       10-02-2021/05:43:31.0,  0.000000,       107,   00001100;
                411041883,      "185",  1,      209.014420,     87.564020,     87.082000,       2.695000,       10-02-2021/05:43:42.0,  0.000000,       107,   00001100;
                411041884,      "186",  1,      217.142270,     87.464330,     91.302100,       2.695000,       10-02-2021/05:44:07.0,  0.000000,       107,   00001100;
                411041885,      "187",  1,      217.142470,     87.581680,     91.335500,       2.695000,       10-02-2021/05:44:18.0,  0.000000,       107,   00001100;
                411041886,      "188",  1,      218.352610,     87.433070,     92.771900,       2.695000,       10-02-2021/05:45:25.0,  0.000000,       107,   00001100;
                411041887,      "189",  1,      218.361580,     87.585390,     92.856000,       2.695000,       10-02-2021/05:45:35.0,  0.000000,       107,   00001100;
                411041888,      "190",  1,      220.091730,     87.510460,     93.578200,       2.695000,       10-02-2021/05:45:56.0,  0.000000,       107,   00001100;
                411041889,      "191",  1,      220.240240,     88.011700,     93.640600,       2.695000,       10-02-2021/05:47:31.0,  0.000000,       107,   00001100;
                411041890,      "192",  1,      229.520570,     87.360930,     72.097100,       2.695000,       10-02-2021/05:48:54.0,  0.000000,       107,   00001100;
                411041891,      "193",  1,      229.501220,     87.434310,     72.118000,       2.695000,       10-02-2021/05:49:08.0,  0.000000,       107,   00001100;
                411041892,      "194",  1,      228.040620,     87.383600,     70.601500,       2.695000,       10-02-2021/05:49:24.0,  0.000000,       107,   00001100;
                411041893,      "195",  1,      228.030840,     87.570460,     70.577600,       2.695000,       10-02-2021/05:49:35.0,  0.000000,       107,   00001100;
                411041894,      "196",  1,      225.430660,     87.452510,     69.160900,       2.695000,       10-02-2021/05:49:52.0,  0.000000,       107,   00001100;
                411041895,      "197",  1,      225.425520,     87.571990,     69.100600,       2.695000,       10-02-2021/05:50:02.0,  0.000000,       107,   00001100;
                411041896,      "198",  1,      218.111870,     87.412410,     63.840300,       2.695000,       10-02-2021/05:50:19.0,  0.000000,       107,   00001100;
                411041897,      "199",  1,      218.115810,     87.552300,     63.824300,       2.695000,       10-02-2021/05:50:31.0,  0.000000,       107,   00001100;
                411041898,      "200",  1,      214.433020,     87.335830,     62.571200,       2.695000,       10-02-2021/05:50:43.0,  0.000000,       107,   00001100;
                411041899,      "201",  1,      214.431610,     87.502120,     62.523300,       2.695000,       10-02-2021/05:50:54.0,  0.000000,       107,   00001100;
                411041900,      "202",  1,      232.071300,     87.051480,     42.807100,       2.695000,       10-02-2021/05:51:31.0,  0.000000,       107,   00001100;
                411041901,      "203",  1,      232.072450,     87.345450,     42.860900,       2.695000,       10-02-2021/05:51:42.0,  0.000000,       107,   00001100;
                411041902,      "204",  1,      235.252130,     87.033820,     45.051100,       2.695000,       10-02-2021/05:51:59.0,  0.000000,       107,   00001100;
                411041903,      "205",  1,      235.083460,     87.205140,     45.033900,       2.695000,       10-02-2021/05:52:14.0,  0.000000,       107,   00001100;
                411041904,      "206",  1,      241.582770,     87.254790,     50.908100,       2.695000,       10-02-2021/05:52:37.0,  0.000000,       107,   00001100;
                411041905,      "207",  1,      241.585980,     87.351740,     50.978800,       2.695000,       10-02-2021/05:52:49.0,  0.000000,       107,   00001100;
                411041906,      "208",  1,      243.503030,     87.322120,     53.323400,       2.695000,       10-02-2021/05:53:04.0,  0.000000,       107,   00001100;
                411041907,      "209",  1,      243.462590,     87.553660,     53.243000,       2.695000,       10-02-2021/05:53:17.0,  0.000000,       107,   00001100;
                411041908,      "210",  1,      245.573460,     87.381380,     55.484600,       2.695000,       10-02-2021/05:53:35.0,  0.000000,       107,   00001100;
                411041909,      "211",  1,      246.042880,     87.580300,     55.409200,       2.695000,       10-02-2021/05:53:50.0,  0.000000,       107,   00001100;
                411041910,      "212",  1,      272.144680,     87.382110,     45.556000,       2.695000,       10-02-2021/05:54:44.0,  0.000000,       107,   00001100;
                411041911,      "213",  1,      272.233670,     87.574050,     45.557500,       2.695000,       10-02-2021/05:55:22.0,  0.000000,       107,   00001100;
                411041912,      "214",  1,      272.084070,     87.341770,     42.901900,       2.695000,       10-02-2021/05:55:36.0,  0.000000,       107,   00001100;
                411041913,      "215",  1,      272.120270,     87.501820,     42.841400,       2.695000,       10-02-2021/05:55:57.0,  0.000000,       107,   00001100;
                411041914,      "216",  1,      271.182970,     87.241190,     40.197800,       2.695000,       10-02-2021/05:56:31.0,  0.000000,       107,   00001100;
                411041915,      "217",  1,      271.182380,     87.422640,     40.151200,       2.695000,       10-02-2021/05:56:47.0,  0.000000,       107,   00001100;
                411041916,      "218",  1,      268.583480,     87.080070,     34.351800,       2.695000,       10-02-2021/05:57:07.0,  0.000000,       107,   00001100;
                411041917,      "219",  1,      268.582920,     87.400010,     34.365300,       2.695000,       10-02-2021/05:57:19.0,  0.000000,       107,   00001100;
                411041918,      "220",  1,      267.500980,     86.571350,     31.852500,       2.695000,       10-02-2021/05:57:32.0,  0.000000,       107,   00001100;
                411041919,      "221",  1,      267.491580,     87.364820,     31.808500,       2.695000,       10-02-2021/05:57:45.0,  0.000000,       107,   00001100;
                411041920,      "222",  1,      350.024490,     87.140130,     134.339600,      2.695000,       10-02-2021/06:01:28.0,  0.000000,       107,   00001100;
                411041921,      "223",  1,      350.044960,     87.191020,     134.252700,      2.695000,       10-02-2021/06:01:46.0,  0.000000,       107,   00001100;
                411041922,      "224",  1,      347.442870,     87.143520,     136.064100,      2.695000,       10-02-2021/06:02:03.0,  0.000000,       107,   00001100;
                411041923,      "225",  1,      347.441220,     87.242570,     136.316500,      2.695000,       10-02-2021/06:02:15.0,  0.000000,       107,   00001100;
                411041924,      "226",  1,      345.265420,     87.094260,     138.066700,      2.695000,       10-02-2021/06:02:34.0,  0.000000,       107,   00001100;
                411041925,      "227",  1,      345.265490,     87.154950,     138.012000,      2.695000,       10-02-2021/06:02:47.0,  0.000000,       107,   00001100;
                411041926,      "228",  1,      341.314490,     87.064890,     141.013100,      2.695000,       10-02-2021/06:03:07.0,  0.000000,       107,   00001100;
                411041927,      "229",  1,      341.315220,     87.170110,     141.053600,      2.695000,       10-02-2021/06:03:19.0,  0.000000,       107,   00001100;
                411041928,      "230",  1,      339.540690,     87.115300,     141.933600,      2.695000,       10-02-2021/06:03:36.0,  0.000000,       107,   00001100;
                411041929,      "231",  1,      339.523070,     87.163950,     141.910100,      2.695000,       10-02-2021/06:03:48.0,  0.000000,       107,   00001100;
                411041930,      "232",  1,      336.062560,     87.264840,     116.536500,      2.695000,       10-02-2021/06:04:57.0,  0.000000,       107,   00001100;
                411041931,      "233",  1,      336.114840,     87.312790,     116.613800,      2.695000,       10-02-2021/06:05:20.0,  0.000000,       107,   00001100;
                411041932,      "234",  1,      338.092840,     87.195670,     115.736700,      2.695000,       10-02-2021/06:05:36.0,  0.000000,       107,   00001100;
                411041933,      "235",  1,      338.074440,     87.295180,     115.657800,      2.695000,       10-02-2021/06:05:50.0,  0.000000,       107,   00001100;
                411041934,      "236",  1,      342.262680,     87.153720,     112.907200,      2.695000,       10-02-2021/06:06:16.0,  0.000000,       107,   00001100;
                411041935,      "237",  1,      342.261950,     87.312400,     112.687000,      2.695000,       10-02-2021/06:06:27.0,  0.000000,       107,   00001100;
                411041936,      "238",  1,      344.424940,     87.151950,     111.125200,      2.695000,       10-02-2021/06:06:53.0,  0.000000,       107,   00001100;
                411041937,      "239",  1,      344.424480,     87.254670,     111.128600,      2.695000,       10-02-2021/06:07:05.0,  0.000000,       107,   00001100;
                411041938,      "240",  1,      347.015890,     87.140240,     110.091800,      2.695000,       10-02-2021/06:07:20.0,  0.000000,       107,   00001100;
                411041939,      "241",  1,      347.023690,     87.272020,     109.988800,      2.695000,       10-02-2021/06:07:33.0,  0.000000,       107,   00001100;
                411041940,      "242",  1,      329.035120,     88.360060,     58.834300,       2.695000,       10-02-2021/06:10:36.0,  0.000000,       107,   00001100;
        END SLOPE
END THEODOLITE

HEADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "3EP8"
                OPERATOR        "EF"
                CREATION_DATE   10-02-2021/04:29:01.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                419430401,      "TS2",  420561.000000,  7622410.000000, 578.000000,     "",             ,       FIX;
                419430402,      "101",  420588.000000,  7622447.000000, 578.000000,     "",             ,       FIX;
        END POINTS
END DATABASE
THEODOLITE
        INSTRUMENTS (Name, TheoNo, EDMNo, V_TYPE)
                "TS02power-7\"",        1311652,        0,      ZENITH;
        END INSTRUMENTS
END THEODOLITE

