HEADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "E13"
                OPERATOR        "SW"
                CREATION_DATE   24-04-2022/06:43:56.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                192938024,      "134",  1,      107.475650,     89.590680,     91.207600,       2.040000,       24-04-2022/07:35:52.0,  0.000000,       107,   00001110;
                192938025,      "135",  1,      107.490490,     90.011150,     91.186700,       2.040000,       24-04-2022/07:36:10.0,  0.000000,       107,   00001110;
                192938026,      "136",  1,      107.370240,     89.535670,     82.495300,       2.040000,       24-04-2022/07:36:57.0,  0.000000,       107,   00001110;
                192938027,      "137",  1,      107.364220,     89.580170,     82.515400,       2.040000,       24-04-2022/07:37:08.0,  0.000000,       107,   00001110;
                192938028,      "138",  1,      107.294930,     90.054550,     75.591200,       2.040000,       24-04-2022/07:37:52.0,  0.000000,       107,   00001110;
                192938029,      "139",  1,      107.300030,     90.074120,     75.557600,       2.040000,       24-04-2022/07:38:07.0,  0.000000,       107,   00001110;
                192938030,      "140",  1,      107.230710,     90.163530,     72.912300,       2.040000,       24-04-2022/07:38:51.0,  0.000000,       107,   00001110;
                192938031,      "141",  1,      107.231220,     90.191780,     72.907200,       2.040000,       24-04-2022/07:39:02.0,  0.000000,       107,   00001110;
                192938032,      "142",  1,      54.561200,      86.533820,     191.766500,      2.040000,       24-04-2022/07:54:41.0,  0.000000,       107,   00001110;
                192938033,      "143",  1,      55.050440,      86.550580,     189.839900,      2.040000,       24-04-2022/07:59:13.0,  0.000000,       107,   00001110;
                192938034,      "144",  1,      55.045730,      86.563700,     189.800700,      2.040000,       24-04-2022/07:59:58.0,  0.000000,       107,   00001110;
                192938035,      "145",  1,      53.223690,      86.534950,     186.701400,      2.040000,       24-04-2022/08:01:17.0,  0.000000,       107,   00001110;
                192938036,      "146",  1,      53.222250,      86.554940,     186.664700,      2.040000,       24-04-2022/08:01:44.0,  0.000000,       107,   00001110;
                192938037,      "147",  1,      49.030070,      86.575900,     181.320600,      2.040000,       24-04-2022/08:02:34.0,  0.000000,       107,   00001110;
                192938038,      "148",  1,      49.023610,      86.583770,     181.307300,      2.040000,       24-04-2022/08:02:55.0,  0.000000,       107,   00001110;
                192938039,      "149",  1,      44.452010,      86.585440,     174.427100,      2.040000,       24-04-2022/08:03:47.0,  0.000000,       107,   00001110;
                192938040,      "150",  1,      44.455050,      86.592330,     174.412400,      2.040000,       24-04-2022/08:04:03.0,  0.000000,       107,   00001110;
                192938041,      "151",  1,      43.471010,      87.010950,     172.609400,      2.040000,       24-04-2022/08:04:55.0,  0.000000,       107,   00001110;
                192938042,      "152",  1,      43.471420,      87.024980,     172.599500,      2.040000,       24-04-2022/08:05:13.0,  0.000000,       107,   00001110;
                192938043,      "153",  1,      59.035180,      87.191810,     170.287900,      2.040000,       24-04-2022/08:07:42.0,  0.000000,       107,   00001110;
                192938044,      "154",  1,      59.035320,      87.215880,     170.320800,      2.040000,       24-04-2022/08:08:01.0,  0.000000,       107,   00001110;
                192938045,      "155",  1,      55.262930,      87.191540,     163.160400,      2.040000,       24-04-2022/08:08:35.0,  0.000000,       107,   00001110;
                192938046,      "156",  1,      55.261070,      87.191660,     163.152700,      2.040000,       24-04-2022/08:08:50.0,  0.000000,       107,   00001110;
                192938047,      "157",  1,      52.535440,      87.185760,     158.788100,      2.040000,       24-04-2022/08:09:32.0,  0.000000,       107,   00001110;
                192938048,      "158",  1,      52.534140,      87.203790,     158.818200,      2.040000,       24-04-2022/08:09:46.0,  0.000000,       107,   00001110;
                192938049,      "159",  1,      48.573300,      87.232580,     152.627900,      2.040000,       24-04-2022/08:10:20.0,  0.000000,       107,   00001110;
                192938050,      "160",  1,      48.571730,      87.263040,     152.621400,      2.040000,       24-04-2022/08:10:32.0,  0.000000,       107,   00001110;
                192938051,      "161",  1,      45.374040,      87.211920,     148.164400,      2.040000,       24-04-2022/08:11:04.0,  0.000000,       107,   00001110;
                192938052,      "162",  1,      45.374510,      87.231870,     148.165900,      2.040000,       24-04-2022/08:11:16.0,  0.000000,       107,   00001110;
                192938053,      "163",  1,      64.033350,      87.480360,     151.246300,      2.040000,       24-04-2022/08:13:02.0,  0.000000,       107,   00001110;
                192938054,      "164",  1,      64.031620,      87.493000,     151.227000,      2.040000,       24-04-2022/08:13:15.0,  0.000000,       107,   00001110;
                192938055,      "165",  1,      61.493200,      87.485360,     146.061200,      2.040000,       24-04-2022/08:13:43.0,  0.000000,       107,   00001110;
                192938056,      "166",  1,      61.484360,      87.490550,     145.950900,      2.040000,       24-04-2022/08:14:00.0,  0.000000,       107,   00001110;
                192938057,      "167",  1,      57.594510,      87.511730,     138.153900,      2.040000,       24-04-2022/08:14:30.0,  0.000000,       107,   00001110;
                192938058,      "168",  1,      57.593180,      87.540260,     138.147300,      2.040000,       24-04-2022/08:14:40.0,  0.000000,       107,   00001110;
                192938059,      "169",  1,      54.134260,      87.532640,     131.681200,      2.040000,       24-04-2022/08:15:36.0,  0.000000,       107,   00001110;
                192938060,      "170",  1,      54.143880,      87.552010,     131.673900,      2.040000,       24-04-2022/08:15:45.0,  0.000000,       107,   00001110;
                192938061,      "171",  1,      51.204670,      87.565340,     126.842100,      2.040000,       24-04-2022/08:16:11.0,  0.000000,       107,   00001110;
                192938062,      "172",  1,      51.204600,      87.583460,     126.798000,      2.040000,       24-04-2022/08:16:19.0,  0.000000,       107,   00001110;
                192938063,      "173",  1,      70.340820,      88.343020,     133.498500,      2.040000,       24-04-2022/08:17:53.0,  0.000000,       107,   00001110;
                192938064,      "174",  1,      70.343750,      88.351230,     133.464600,      2.040000,       24-04-2022/08:18:03.0,  0.000000,       107,   00001110;
                192938065,      "175",  1,      67.454850,      88.303280,     125.450700,      2.040000,       24-04-2022/08:19:25.0,  0.000000,       107,   00001110;
                192938066,      "176",  1,      67.455470,      88.345910,     125.450300,      2.040000,       24-04-2022/08:19:40.0,  0.000000,       107,   00001110;
                192938067,      "177",  1,      64.564070,      88.411770,     118.246900,      2.040000,       24-04-2022/08:20:41.0,  0.000000,       107,   00001110;
                192938068,      "178",  1,      64.564670,      88.442870,     118.259700,      2.040000,       24-04-2022/08:20:51.0,  0.000000,       107,   00001110;
                192938069,      "179",  1,      61.570380,      88.371610,     111.768500,      2.040000,       24-04-2022/08:21:52.0,  0.000000,       107,   00001110;
                192938070,      "180",  1,      61.563700,      88.382880,     111.759400,      2.040000,       24-04-2022/08:22:01.0,  0.000000,       107,   00001110;
                192938071,      "181",  1,      59.062530,      88.441000,     106.384300,      2.040000,       24-04-2022/08:23:05.0,  0.000000,       107,   00001110;
                192938072,      "182",  1,      59.060630,      88.483530,     106.372100,      2.040000,       24-04-2022/08:23:14.0,  0.000000,       107,   00001110;
                192938073,      "183",  1,      275.045950,     88.012380,     56.715500,       2.040000,       24-04-2022/08:45:16.0,  0.000000,       107,   00001110;
                192938074,      "184",  1,      275.045990,     88.043680,     56.713500,       2.040000,       24-04-2022/08:45:26.0,  0.000000,       107,   00001110;
                192938075,      "185",  1,      280.295850,     88.460600,     61.620000,       2.040000,       24-04-2022/08:47:06.0,  0.000000,       107,   00001110;
                192938076,      "186",  1,      280.295920,     88.495210,     61.616600,       2.040000,       24-04-2022/08:47:16.0,  0.000000,       107,   00001110;
                192938077,      "187",  1,      287.202190,     89.150330,     69.101400,       2.040000,       24-04-2022/08:48:17.0,  0.000000,       107,   00001110;
                192938078,      "188",  1,      287.193130,     89.200610,     69.136000,       2.040000,       24-04-2022/08:48:30.0,  0.000000,       107,   00001110;
                192938079,      "189",  1,      291.171190,     89.292640,     74.664300,       2.040000,       24-04-2022/08:49:34.0,  0.000000,       107,   00001110;
                192938080,      "190",  1,      291.170170,     89.323180,     74.682400,       2.040000,       24-04-2022/08:49:45.0,  0.000000,       107,   00001110;
                192938081,      "191",  1,      294.334920,     89.203460,     82.680900,       2.040000,       24-04-2022/08:50:40.0,  0.000000,       107,   00001110;
                192938082,      "192",  1,      294.331910,     89.213850,     82.715600,       2.040000,       24-04-2022/08:50:53.0,  0.000000,       107,   00001110;
                192938083,      "193",  1,      290.562280,     88.344780,     36.339400,       2.040000,       24-04-2022/08:54:23.0,  0.000000,       107,   00001110;
                192938084,      "194",  1,      290.571160,     88.440260,     36.338500,       2.040000,       24-04-2022/08:54:30.0,  0.000000,       107,   00001110;
                192938085,      "195",  1,      299.312770,     89.230980,     45.505800,       2.040000,       24-04-2022/08:54:55.0,  0.000000,       107,   00001110;
                192938086,      "196",  1,      299.315520,     89.262110,     45.522000,       2.040000,       24-04-2022/08:55:03.0,  0.000000,       107,   00001110;
                192938087,      "197",  1,      305.191770,     89.524740,     52.704600,       2.040000,       24-04-2022/08:55:31.0,  0.000000,       107,   00001110;
                192938088,      "198",  1,      305.194230,     89.565210,     52.697200,       2.040000,       24-04-2022/08:55:39.0,  0.000000,       107,   00001110;
                192938089,      "199",  1,      310.031870,     90.352300,     62.957900,       2.040000,       24-04-2022/08:56:11.0,  0.000000,       107,   00001110;
                192938090,      "200",  1,      310.040070,     90.362790,     62.960900,       2.040000,       24-04-2022/08:56:23.0,  0.000000,       107,   00001110;
                192938091,      "201",  1,      311.322590,     90.120980,     72.734100,       2.040000,       24-04-2022/08:56:58.0,  0.000000,       107,   00001110;
                192938092,      "202",  1,      311.324470,     90.134650,     72.745300,       2.040000,       24-04-2022/08:57:07.0,  0.000000,       107,   00001110;
                192938093,      "203",  1,      329.265960,     90.300600,     29.318800,       2.040000,       24-04-2022/08:59:04.0,  0.000000,       107,   00001110;
                192938094,      "204",  1,      329.263820,     90.332060,     29.325600,       2.040000,       24-04-2022/08:59:15.0,  0.000000,       107,   00001110;
                192938095,      "205",  1,      331.363000,     90.463330,     38.271600,       2.040000,       24-04-2022/08:59:39.0,  0.000000,       107,   00001110;
                192938096,      "206",  1,      331.354750,     90.511980,     38.269200,       2.040000,       24-04-2022/08:59:47.0,  0.000000,       107,   00001110;
                192938097,      "207",  1,      333.342980,     90.515610,     45.107200,       2.040000,       24-04-2022/09:00:05.0,  0.000000,       107,   00001110;
                192938098,      "208",  1,      333.344320,     90.594860,     45.114000,       2.040000,       24-04-2022/09:00:13.0,  0.000000,       107,   00001110;
                192938099,      "209",  1,      332.534320,     90.440590,     52.150700,       2.040000,       24-04-2022/09:00:39.0,  0.000000,       107,   00001110;
                192938100,      "210",  1,      332.525770,     90.472970,     52.144700,       2.040000,       24-04-2022/09:00:48.0,  0.000000,       107,   00001110;
                192938101,      "211",  1,      333.385510,     90.565400,     61.225700,       2.040000,       24-04-2022/09:01:14.0,  0.000000,       107,   00001110;
                192938102,      "212",  1,      333.383700,     90.594670,     61.221200,       2.040000,       24-04-2022/09:01:24.0,  0.000000,       107,   00001110;
                192938103,      "213",  1,      12.372410,      90.411620,     39.348200,       2.040000,       24-04-2022/09:03:15.0,  0.000000,       107,   00001110;
                192938104,      "214",  1,      12.390140,      90.533540,     39.353300,       2.040000,       24-04-2022/09:03:25.0,  0.000000,       107,   00001110;
                192938105,      "215",  1,      7.101600,       90.525240,     44.309300,       2.040000,       24-04-2022/09:04:49.0,  0.000000,       107,   00001110;
                192938106,      "216",  1,      7.095330,       90.541490,     44.315900,       2.040000,       24-04-2022/09:04:59.0,  0.000000,       107,   00001110;
                192938107,      "217",  1,      3.204730,       90.454380,     50.090900,       2.040000,       24-04-2022/09:05:57.0,  0.000000,       107,   00001110;
                192938108,      "218",  1,      3.185970,       90.511300,     50.095300,       2.040000,       24-04-2022/09:06:07.0,  0.000000,       107,   00001110;
                192938109,      "219",  1,      0.281430,       90.483140,     54.951500,       2.040000,       24-04-2022/09:07:07.0,  0.000000,       107,   00001110;
                192938110,      "220",  1,      0.283780,       90.505260,     54.953400,       2.040000,       24-04-2022/09:07:16.0,  0.000000,       107,   00001110;
                192938111,      "221",  1,      357.552620,     90.511810,     60.447000,       2.040000,       24-04-2022/09:08:14.0,  0.000000,       107,   00001110;
                192938112,      "222",  1,      357.553140,     90.540070,     60.451800,       2.040000,       24-04-2022/09:08:24.0,  0.000000,       107,   00001110;
                192938113,      "223",  1,      43.435330,      88.581470,     99.100000,       2.040000,       24-04-2022/09:18:48.0,  0.000000,       107,   00001110;
                192938114,      "224",  1,      62.092060,      87.204900,     175.728000,      2.040000,       24-04-2022/09:21:50.0,  0.000000,       107,   00001110;
                192938115,      "225",  1,      62.095910,      87.224020,     175.723000,      2.040000,       24-04-2022/09:22:05.0,  0.000000,       107,   00001110;
                192938116,      "226",  1,      60.445140,      87.174620,     176.476300,      2.040000,       24-04-2022/09:23:14.0,  0.000000,       107,   00001110;
                192938117,      "227",  1,      60.445010,      87.190920,     176.484700,      2.040000,       24-04-2022/09:23:26.0,  0.000000,       107,   00001110;
                192938118,      "228",  1,      58.595620,      87.114860,     176.989800,      2.040000,       24-04-2022/09:24:29.0,  0.000000,       107,   00001110;
                192938119,      "229",  1,      59.000140,      87.122400,     176.981100,      2.040000,       24-04-2022/09:24:46.0,  0.000000,       107,   00001110;
                192938120,      "230",  1,      53.340070,      86.595800,     180.367000,      2.040000,       24-04-2022/09:25:49.0,  0.000000,       107,   00001110;
                192938121,      "231",  1,      53.343310,      87.004030,     180.368000,      2.040000,       24-04-2022/09:26:11.0,  0.000000,       107,   00001110;
                192938122,      "232",  1,      48.511970,      86.575760,     180.798900,      2.040000,       24-04-2022/09:27:38.0,  0.000000,       107,   00001110;
                192938123,      "233",  1,      48.511900,      86.583120,     180.801000,      2.040000,       24-04-2022/09:27:55.0,  0.000000,       107,   00001110;
                192938124,      "234",  1,      61.510140,      87.401650,     149.606500,      2.040000,       24-04-2022/09:30:01.0,  0.000000,       107,   00001110;
                192938125,      "235",  1,      61.510510,      87.424380,     149.605900,      2.040000,       24-04-2022/09:30:11.0,  0.000000,       107,   00001110;
                192938126,      "236",  1,      58.134160,      87.372300,     148.787800,      2.040000,       24-04-2022/09:30:35.0,  0.000000,       107,   00001110;
                192938127,      "237",  1,      58.134120,      87.375690,     148.789000,      2.040000,       24-04-2022/09:30:41.0,  0.000000,       107,   00001110;
                192938128,      "238",  1,      55.435590,      87.342020,     147.959300,      2.040000,       24-04-2022/09:32:40.0,  0.000000,       107,   00001110;
                192938129,      "239",  1,      55.442890,      87.362830,     147.964700,      2.040000,       24-04-2022/09:32:48.0,  0.000000,       107,   00001110;
                192938130,      "240",  1,      50.033160,      87.280480,     148.877100,      2.040000,       24-04-2022/09:33:27.0,  0.000000,       107,   00001110;
                192938131,      "241",  1,      50.032920,      87.294580,     148.857700,      2.040000,       24-04-2022/09:33:35.0,  0.000000,       107,   00001110;
                192938132,      "242",  1,      45.241510,      87.212690,     150.582900,      2.040000,       24-04-2022/09:34:08.0,  0.000000,       107,   00001110;
                192938133,      "243",  1,      45.241550,      87.213880,     150.581400,      2.040000,       24-04-2022/09:34:19.0,  0.000000,       107,   00001110;
                192938134,      "244",  1,      41.404510,      87.415240,     131.978000,      2.040000,       24-04-2022/09:35:13.0,  0.000000,       107,   00001110;
                192938135,      "245",  1,      41.404370,      87.445560,     131.991100,      2.040000,       24-04-2022/09:35:21.0,  0.000000,       107,   00001110;
                192938136,      "246",  1,      46.481950,      87.525780,     127.791000,      2.040000,       24-04-2022/09:35:47.0,  0.000000,       107,   00001110;
                192938137,      "247",  1,      46.481890,      87.554210,     127.784800,      2.040000,       24-04-2022/09:35:54.0,  0.000000,       107,   00001110;
                192938138,      "248",  1,      51.582630,      87.595410,     124.796400,      2.040000,       24-04-2022/09:36:18.0,  0.000000,       107,   00001110;
                192938139,      "249",  1,      51.585200,      88.031400,     124.793800,      2.040000,       24-04-2022/09:36:24.0,  0.000000,       107,   00001110;
                192938140,      "250",  1,      56.202120,      88.011450,     126.233900,      2.040000,       24-04-2022/09:36:51.0,  0.000000,       107,   00001110;
                192938141,      "251",  1,      56.204420,      88.025270,     126.221400,      2.040000,       24-04-2022/09:36:58.0,  0.000000,       107,   00001110;
                192938142,      "252",  1,      60.504150,      88.090640,     129.454600,      2.040000,       24-04-2022/09:37:28.0,  0.000000,       107,   00001110;
                192938143,      "253",  1,      60.512160,      88.100140,     129.456000,      2.040000,       24-04-2022/09:37:37.0,  0.000000,       107,   00001110;
                192938144,      "254",  1,      54.562660,      88.512160,     97.794000,       2.040000,       24-04-2022/09:38:26.0,  0.000000,       107,   00001110;
                192938145,      "255",  1,      54.560780,      88.520150,     97.798200,       2.040000,       24-04-2022/09:38:38.0,  0.000000,       107,   00001110;
                192938146,      "256",  1,      50.434600,      88.464890,     99.971100,       2.040000,       24-04-2022/09:39:51.0,  0.000000,       107,   00001110;
                192938147,      "257",  1,      50.430420,      88.491190,     99.963300,       2.040000,       24-04-2022/09:40:00.0,  0.000000,       107,   00001110;
                192938148,      "258",  1,      46.121590,      88.420610,     102.715000,      2.040000,       24-04-2022/09:41:08.0,  0.000000,       107,   00001110;
                192938149,      "259",  1,      46.133260,      88.443080,     102.711100,      2.040000,       24-04-2022/09:41:19.0,  0.000000,       107,   00001110;
                192938150,      "260",  1,      42.035280,      88.325000,     106.358800,      2.040000,       24-04-2022/09:42:22.0,  0.000000,       107,   00001110;
                192938151,      "261",  1,      42.034860,      88.355700,     106.358600,      2.040000,       24-04-2022/09:42:33.0,  0.000000,       107,   00001110;
                192938152,      "262",  1,      37.515610,      88.285080,     110.814700,      2.040000,       24-04-2022/09:43:33.0,  0.000000,       107,   00001110;
                192938153,      "263",  1,      37.515490,      88.324670,     110.818400,      2.040000,       24-04-2022/09:43:44.0,  0.000000,       107,   00001110;
        END SLOPE
END THEODOLITE

HEADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "E13"
                OPERATOR        "SW"
                CREATION_DATE   24-04-2022/06:43:56.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                201326593,      "TS1",  426752.000000,  7665319.000000, 332.000000,     "",             ,       FIX;
                201326594,      "101",  426690.000000,  7665303.000000, 339.000000,     "",             ,       FIX;
        END POINTS
END DATABASE
THEODOLITE
        INSTRUMENTS (Name, TheoNo, EDMNo, V_TYPE)
                "TS02power-7\"",        1310809,        0,      ZENITH;
        END INSTRUMENTS
END THEODOLITE
