EADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "E1"
                OPERATOR        "OO"
                CREATION_DATE   07-08-2020/06:34:21.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                142606385,      "143",  1,      276.052210,     88.202200,     100.102500,      2.034000,       07-08-2020/08:47:05.0,  0.000000,       107,   00001100;
                142606386,      "144",  1,      282.561300,     88.441600,     77.630200,       2.034000,       07-08-2020/08:47:59.0,  0.000000,       107,   00001100;
                142606387,      "145",  1,      282.551540,     88.460300,     77.635500,       2.034000,       07-08-2020/08:48:13.0,  0.000000,       107,   00001100;
                142606388,      "146",  1,      295.323700,     89.315020,     56.990200,       2.034000,       07-08-2020/08:48:56.0,  0.000000,       107,   00001100;
                142606389,      "147",  1,      295.325070,     89.330840,     56.987900,       2.034000,       07-08-2020/08:49:14.0,  0.000000,       107,   00001100;
                142606390,      "148",  1,      318.230450,     90.440340,     41.817200,       2.034000,       07-08-2020/08:50:19.0,  0.000000,       107,   00001100;
                142606391,      "149",  1,      318.253390,     90.453730,     41.860900,       2.034000,       07-08-2020/08:50:32.0,  0.000000,       107,   00001100;
                142606392,      "150",  1,      313.522890,     90.284210,     36.658700,       2.034000,       07-08-2020/08:54:34.0,  0.000000,       107,   00001100;
                142606393,      "151",  1,      313.534820,     90.295360,     36.670500,       2.034000,       07-08-2020/08:54:52.0,  0.000000,       107,   00001100;
                142606394,      "152",  1,      288.063520,     89.140910,     51.996900,       2.034000,       07-08-2020/08:57:09.0,  0.000000,       107,   00001100;
                142606395,      "153",  1,      288.062920,     89.144130,     51.987700,       2.034000,       07-08-2020/08:57:22.0,  0.000000,       107,   00001100;
                142606396,      "154",  1,      276.541210,     88.285840,     72.715600,       2.034000,       07-08-2020/08:58:14.0,  0.000000,       107,   00001100;
                142606397,      "155",  1,      276.541210,     88.300570,     72.721700,       2.034000,       07-08-2020/08:58:28.0,  0.000000,       107,   00001100;
                142606398,      "156",  1,      271.414930,     88.124050,     97.769400,       2.034000,       07-08-2020/08:59:23.0,  0.000000,       107,   00001100;
                142606399,      "157",  1,      271.441740,     88.165530,     97.793300,       2.034000,       07-08-2020/08:59:39.0,  0.000000,       107,   00001100;
                142606400,      "158",  1,      273.040340,     88.151590,     98.643100,       2.034000,       07-08-2020/09:01:13.0,  0.000000,       107,   00001100;
                142606401,      "159",  1,      273.035310,     88.184450,     98.647800,       2.034000,       07-08-2020/09:01:34.0,  0.000000,       107,   00001100;
                142606402,      "160",  1,      280.205430,     88.401390,     75.688600,       2.034000,       07-08-2020/09:03:22.0,  0.000000,       107,   00001100;
                142606403,      "161",  1,      280.195890,     88.404360,     75.698000,       2.034000,       07-08-2020/09:03:33.0,  0.000000,       107,   00001100;
                142606404,      "162",  1,      292.535170,     89.302830,     54.091200,       2.034000,       07-08-2020/09:04:31.0,  0.000000,       107,   00001100;
                142606405,      "163",  1,      292.542190,     89.310190,     54.083100,       2.034000,       07-08-2020/09:04:42.0,  0.000000,       107,   00001100;
                142606406,      "164",  1,      316.292520,     90.425310,     38.670500,       2.034000,       07-08-2020/09:05:36.0,  0.000000,       107,   00001100;
                142606407,      "165",  1,      316.313460,     90.474960,     38.717200,       2.034000,       07-08-2020/09:05:53.0,  0.000000,       107,   00001100;
                142606408,      "166",  1,      319.415440,     90.584420,     43.845000,       2.034000,       07-08-2020/09:07:33.0,  0.000000,       107,   00001100;
                142606409,      "167",  1,      319.420020,     90.584410,     43.836100,       2.034000,       07-08-2020/09:07:40.0,  0.000000,       107,   00001100;
                142606410,      "168",  1,      319.441370,     91.011510,     43.793500,       2.034000,       07-08-2020/09:07:55.0,  0.000000,       107,   00001100;
                142606411,      "169",  1,      297.232440,     89.443180,     59.433000,       2.034000,       07-08-2020/09:10:13.0,  0.000000,       107,   00001100;
                142606412,      "170",  1,      297.232420,     89.455140,     59.424500,       2.034000,       07-08-2020/09:10:22.0,  0.000000,       107,   00001100;
                142606413,      "171",  1,      284.274870,     88.551730,     78.756500,       2.034000,       07-08-2020/09:11:12.0,  0.000000,       107,   00001100;
                142606414,      "172",  1,      284.274980,     88.554560,     78.772500,       2.034000,       07-08-2020/09:11:35.0,  0.000000,       107,   00001100;
                142606415,      "173",  1,      277.362320,     88.270650,     101.258500,      2.034000,       07-08-2020/09:12:41.0,  0.000000,       107,   00001100;
                142606416,      "174",  1,      277.362580,     88.274500,     101.284700,      2.034000,       07-08-2020/09:12:54.0,  0.000000,       107,   00001100;
                142606417,      "175",  1,      278.390430,     88.494910,     102.619500,      2.034000,       07-08-2020/09:14:25.0,  0.000000,       107,   00001100;
                142606418,      "176",  1,      278.380330,     88.541030,     102.565200,      2.034000,       07-08-2020/09:14:38.0,  0.000000,       107,   00001100;
                142606419,      "177",  1,      287.144960,     89.165640,     80.683500,       2.034000,       07-08-2020/09:17:03.0,  0.000000,       107,   00001100;
                142606420,      "178",  1,      287.145350,     89.170320,     80.698600,       2.034000,       07-08-2020/09:17:14.0,  0.000000,       107,   00001100;
                142606421,      "179",  1,      298.060920,     90.003280,     60.315700,       2.034000,       07-08-2020/09:18:49.0,  0.000000,       107,   00001100;
                142606422,      "180",  1,      298.045140,     90.010890,     60.336700,       2.034000,       07-08-2020/09:19:00.0,  0.000000,       107,   00001100;
                142606423,      "181",  1,      321.143000,     91.154280,     45.606900,       2.034000,       07-08-2020/09:20:43.0,  0.000000,       107,   00001100;
                142606424,      "182",  1,      321.130210,     91.182940,     45.597900,       2.034000,       07-08-2020/09:20:55.0,  0.000000,       107,   00001100;
                142606425,      "183",  1,      59.092340,      86.392970,     119.855400,      2.034000,       07-08-2020/09:37:45.0,  0.000000,       107,   00001100;
                142606426,      "184",  1,      59.090700,      86.395690,     119.861500,      2.034000,       07-08-2020/09:38:03.0,  0.000000,       107,   00001100;
                142606427,      "185",  1,      54.125960,      87.132940,     96.918500,       2.034000,       07-08-2020/09:40:12.0,  0.000000,       107,   00001100;
                142606428,      "186",  1,      54.130710,      87.135510,     96.924800,       2.034000,       07-08-2020/09:40:25.0,  0.000000,       107,   00001100;
                142606429,      "187",  1,      47.062640,      87.524680,     74.127200,       2.034000,       07-08-2020/09:41:16.0,  0.000000,       107,   00001100;
                142606430,      "188",  1,      47.064410,      87.532560,     74.134200,       2.034000,       07-08-2020/09:41:28.0,  0.000000,       107,   00001100;
                142606431,      "189",  1,      33.324220,      88.403890,     54.152800,       2.034000,       07-08-2020/09:42:18.0,  0.000000,       107,   00001100;
                142606432,      "190",  1,      33.324480,      88.405000,     54.121100,       2.034000,       07-08-2020/09:42:30.0,  0.000000,       107,   00001100;
                142606433,      "191",  1,      37.022920,      88.413460,     51.210900,       2.034000,       07-08-2020/09:47:50.0,  0.000000,       107,   00001100;
                142606434,      "192",  1,      37.031580,      88.422920,     51.194300,       2.034000,       07-08-2020/09:48:00.0,  0.000000,       107,   00001100;
                142606435,      "193",  1,      50.201360,      87.544210,     72.197300,       2.034000,       07-08-2020/09:49:49.0,  0.000000,       107,   00001100;
                142606436,      "194",  1,      50.201440,      87.544130,     72.186600,       2.034000,       07-08-2020/09:50:02.0,  0.000000,       107,   00001100;
                142606437,      "195",  1,      56.560340,      87.163860,     94.566900,       2.034000,       07-08-2020/09:50:56.0,  0.000000,       107,   00001100;
                142606438,      "196",  1,      56.560790,      87.172060,     94.501400,       2.034000,       07-08-2020/09:51:11.0,  0.000000,       107,   00001100;
                142606439,      "197",  1,      62.165210,      86.381440,     117.650400,      2.034000,       07-08-2020/09:52:06.0,  0.000000,       107,   00001100;
                142606440,      "198",  1,      62.163230,      86.395020,     117.646300,      2.034000,       07-08-2020/09:52:19.0,  0.000000,       107,   00001100;
                142606441,      "199",  1,      61.052900,      86.363450,     118.190100,      2.034000,       07-08-2020/09:55:08.0,  0.000000,       107,   00001100;
                142606442,      "200",  1,      61.041480,      86.374430,     118.146500,      2.034000,       07-08-2020/09:55:20.0,  0.000000,       107,   00001100;
                142606443,      "201",  1,      57.242940,      87.125830,     95.142300,       2.034000,       07-08-2020/09:57:07.0,  0.000000,       107,   00001100;
                142606444,      "202",  1,      57.254550,      87.144880,     95.144000,       2.034000,       07-08-2020/09:57:17.0,  0.000000,       107,   00001100;
                142606445,      "203",  1,      49.301660,      87.551870,     72.560600,       2.034000,       07-08-2020/09:58:05.0,  0.000000,       107,   00001100;
                142606446,      "204",  1,      49.320300,      87.555390,     72.571400,       2.034000,       07-08-2020/09:58:17.0,  0.000000,       107,   00001100;
                142606447,      "205",  1,      36.340340,      88.403640,     51.607600,       2.034000,       07-08-2020/09:59:04.0,  0.000000,       107,   00001100;
                142606448,      "206",  1,      36.360880,      88.434040,     51.625400,       2.034000,       07-08-2020/09:59:19.0,  0.000000,       107,   00001100;
                142606449,      "207",  1,      31.241630,      88.443340,     56.933500,       2.034000,       07-08-2020/10:01:15.0,  0.000000,       107,   00001100;
                142606450,      "208",  1,      31.261300,      88.482570,     56.945900,       2.034000,       07-08-2020/10:01:31.0,  0.000000,       107,   00001100;
                142606451,      "209",  1,      45.063260,      87.574450,     75.901400,       2.034000,       07-08-2020/10:03:34.0,  0.000000,       107,   00001100;
                142606452,      "210",  1,      45.051120,      87.591260,     75.931200,       2.034000,       07-08-2020/10:03:44.0,  0.000000,       107,   00001100;
                142606453,      "211",  1,      52.343450,      87.184010,     97.653300,       2.034000,       07-08-2020/10:04:33.0,  0.000000,       107,   00001100;
                142606454,      "212",  1,      52.341180,      87.200040,     97.639700,       2.034000,       07-08-2020/10:04:47.0,  0.000000,       107,   00001100;
                142606455,      "213",  1,      57.344470,      86.391460,     120.978600,      2.034000,       07-08-2020/10:05:47.0,  0.000000,       107,   00001100;
                142606456,      "214",  1,      57.333240,      86.404780,     121.008600,      2.034000,       07-08-2020/10:06:00.0,  0.000000,       107,   00001100;
                142606457,      "215",  1,      55.311260,      86.430070,     122.470500,      2.034000,       07-08-2020/10:07:22.0,  0.000000,       107,   00001100;
                142606458,      "216",  1,      55.304230,      86.440690,     122.463300,      2.034000,       07-08-2020/10:07:34.0,  0.000000,       107,   00001100;
                142606459,      "217",  1,      50.491400,      87.245010,     99.692800,       2.034000,       07-08-2020/10:10:17.0,  0.000000,       107,   00001100;
                142606460,      "218",  1,      50.492930,      87.254860,     99.656300,       2.034000,       07-08-2020/10:10:33.0,  0.000000,       107,   00001100;
                142606461,      "219",  1,      43.143530,      87.590220,     76.642900,       2.034000,       07-08-2020/10:12:41.0,  0.000000,       107,   00001100;
                142606462,      "220",  1,      43.132900,      88.020590,     76.684900,       2.034000,       07-08-2020/10:12:52.0,  0.000000,       107,   00001100;
                142606463,      "221",  1,      27.563040,      88.534160,     59.873000,       2.034000,       07-08-2020/10:14:44.0,  0.000000,       107,   00001100;
                142606464,      "222",  1,      27.573120,      89.013030,     59.874400,       2.034000,       07-08-2020/10:15:00.0,  0.000000,       107,   00001100;
                142606465,      "223",  1,      4.460360,       91.522810,     25.990000,       2.034000,       07-08-2020/10:17:41.0,  0.000000,       107,   00001100;
                142606466,      "224",  1,      80.525610,      86.495820,     126.162900,      2.034000,       07-08-2020/10:26:08.0,  0.000000,       107,   00001100;
                142606467,      "225",  1,      80.515930,      86.523300,     126.134100,      2.034000,       07-08-2020/10:26:26.0,  0.000000,       107,   00001100;
                142606468,      "226",  1,      83.452750,      87.254280,     102.181700,      2.034000,       07-08-2020/10:28:21.0,  0.000000,       107,   00001100;
                142606469,      "227",  1,      83.444910,      87.255850,     102.169400,      2.034000,       07-08-2020/10:28:35.0,  0.000000,       107,   00001100;
                142606470,      "228",  1,      88.542190,      87.591810,     78.230500,       2.034000,       07-08-2020/10:29:35.0,  0.000000,       107,   00001100;
                142606471,      "229",  1,      88.544060,      88.000700,     78.234100,       2.034000,       07-08-2020/10:29:47.0,  0.000000,       107,   00001100;
                142606472,      "230",  1,      98.500480,      88.453440,     55.976400,       2.034000,       07-08-2020/10:30:55.0,  0.000000,       107,   00001100;
                142606473,      "231",  1,      98.533270,      88.524350,     55.985600,       2.034000,       07-08-2020/10:31:06.0,  0.000000,       107,   00001100;
                142606474,      "232",  1,      101.514190,     88.430420,     57.479500,       2.034000,       07-08-2020/10:32:18.0,  0.000000,       107,   00001100;
                142606475,      "233",  1,      101.494220,     88.481020,     57.484300,       2.034000,       07-08-2020/10:32:29.0,  0.000000,       107,   00001100;
                142606476,      "234",  1,      90.590660,      88.050800,     81.093400,       2.034000,       07-08-2020/10:33:59.0,  0.000000,       107,   00001100;
                142606477,      "235",  1,      90.583300,      88.063680,     81.120400,       2.034000,       07-08-2020/10:34:15.0,  0.000000,       107,   00001100;
                142606478,      "236",  1,      85.591890,      87.253850,     103.910300,      2.034000,       07-08-2020/10:35:04.0,  0.000000,       107,   00001100;
                142606479,      "237",  1,      85.583520,      87.295370,     103.826000,      2.034000,       07-08-2020/10:35:18.0,  0.000000,       107,   00001100;
                142606480,      "238",  1,      82.480030,      86.535160,     127.649700,      2.034000,       07-08-2020/10:36:15.0,  0.000000,       107,   00001100;
                142606481,      "239",  1,      82.472300,      86.550250,     127.635400,      2.034000,       07-08-2020/10:36:24.0,  0.000000,       107,   00001100;
                142606482,      "240",  1,      84.043750,      86.541920,     128.777100,      2.034000,       07-08-2020/10:37:47.0,  0.000000,       107,   00001100;
                142606483,      "241",  1,      84.050590,      86.555150,     128.774500,      2.034000,       07-08-2020/10:37:59.0,  0.000000,       107,   00001100;
                142606484,      "242",  1,      89.021270,      87.311940,     104.366800,      2.034000,       07-08-2020/10:39:24.0,  0.000000,       107,   00001100;
                142606485,      "243",  1,      89.013060,      87.331400,     104.355300,      2.034000,       07-08-2020/10:39:32.0,  0.000000,       107,   00001100;
                142606486,      "244",  1,      94.250660,      88.120880,     81.994100,       2.034000,       07-08-2020/10:40:23.0,  0.000000,       107,   00001100;
                142606487,      "245",  1,      94.250620,      88.132630,     81.971400,       2.034000,       07-08-2020/10:40:32.0,  0.000000,       107,   00001100;
                142606488,      "246",  1,      104.545290,     88.412390,     59.290000,       2.034000,       07-08-2020/10:41:28.0,  0.000000,       107,   00001100;
                142606489,      "247",  1,      104.540480,     88.443540,     59.277300,       2.034000,       07-08-2020/10:41:38.0,  0.000000,       107,   00001100;
                142606490,      "248",  1,      94.491180,      88.382610,     54.053400,       2.034000,       07-08-2020/10:43:03.0,  0.000000,       107,   00001100;
                142606491,      "249",  1,      94.470310,      88.383200,     54.030200,       2.034000,       07-08-2020/10:43:44.0,  0.000000,       107,   00001100;
                142606492,      "250",  1,      87.062600,      88.005380,     77.536600,       2.034000,       07-08-2020/10:45:12.0,  0.000000,       107,   00001100;
                142606493,      "251",  1,      87.055030,      88.034350,     77.544100,       2.034000,       07-08-2020/10:45:25.0,  0.000000,       107,   00001100;
                142606494,      "252",  1,      82.362310,      87.231930,     101.738700,      2.034000,       07-08-2020/10:46:52.0,  0.000000,       107,   00001100;
                142606495,      "253",  1,      82.362310,      87.244190,     101.721400,      2.034000,       07-08-2020/10:47:01.0,  0.000000,       107,   00001100;
                142606496,      "254",  1,      79.284630,      86.474020,     125.405500,      2.034000,       07-08-2020/10:47:52.0,  0.000000,       107,   00001100;
                142606497,      "255",  1,      79.285990,      86.485960,     125.392800,      2.034000,       07-08-2020/10:48:03.0,  0.000000,       107,   00001100;
                142606498,      "256",  1,      78.280550,      86.445230,     124.605400,      2.034000,       07-08-2020/10:49:20.0,  0.000000,       107,   00001100;
                142606499,      "257",  1,      78.283760,      86.460690,     124.606600,      2.034000,       07-08-2020/10:49:34.0,  0.000000,       107,   00001100;
                142606500,      "258",  1,      80.412420,      87.174410,     101.016000,      2.034000,       07-08-2020/10:51:33.0,  0.000000,       107,   00001100;
                142606501,      "259",  1,      80.412360,      87.185240,     101.010300,      2.034000,       07-08-2020/10:51:45.0,  0.000000,       107,   00001100;
                142606502,      "260",  1,      83.272030,      87.550370,     75.375900,       2.034000,       07-08-2020/10:52:27.0,  0.000000,       107,   00001100;
                142606503,      "261",  1,      83.264440,      87.575160,     75.400200,       2.034000,       07-08-2020/10:52:39.0,  0.000000,       107,   00001100;
                142606504,      "262",  1,      90.264420,      88.311490,     52.096800,       2.034000,       07-08-2020/10:53:20.0,  0.000000,       107,   00001100;
                142606505,      "263",  1,      90.280830,      88.405650,     52.052500,       2.034000,       07-08-2020/10:53:33.0,  0.000000,       107,   00001100;
        END SLOPE
END THEODOLITE

HEADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "E1"
                OPERATOR        "OO"
                CREATION_DATE   07-08-2020/06:34:21.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                150994945,      "TS2",  398141.000000,  7607134.000000, 877.000000,     "",             ,       FIX;
                150994946,      "101",  398156.000000,  7607168.000000, 880.000000,     "",             ,       FIX;
        END POINTS
END DATABASE
THEODOLITE
        INSTRUMENTS (Name, TheoNo, EDMNo, V_TYPE)
                "TS02power-7\"",        1311652,        0,      ZENITH;
        END INSTRUMENTS
END THEODOLITE

