3TP11
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                478150661,      "101", , , ,"", 07-07-2022/07:51:57.0   ,      MEAS;
                478150664,      "101",  420229.918137,  7622665.499739, 588.944390,     "",     07-07-2022/07:56:29.0   ,       MEAS;
                478150667,      "102",  420215.289043,  7622700.769770, 588.596461,     "",     07-07-2022/07:59:48.0   ,       MEAS;
                478150668,      "103",  420215.293036,  7622700.686430, 587.940296,     "",     07-07-2022/08:00:55.0   ,       MEAS;
                478150671,      "104",  420214.912580,  7622700.182747, 588.489989,     "",     07-07-2022/08:03:04.0   ,       MEAS;
                478150672,      "105",  420214.993642,  7622700.205391, 587.882159,     "",     07-07-2022/08:03:25.0   ,       MEAS;
                478150673,      "106",  420214.632071,  7622699.567888, 588.698084,     "",     07-07-2022/08:03:59.0   ,       MEAS;
                478150674,      "107",  420214.717211,  7622699.519113, 588.011260,     "",     07-07-2022/08:04:20.0   ,       MEAS;
                478150675,      "108",  420210.408908,  7622696.404104, 588.120146,     "",     07-07-2022/08:05:30.0   ,       MEAS;
                478150676,      "109",  420210.470566,  7622696.512181, 587.524417,     "",     07-07-2022/08:05:45.0   ,       MEAS;
                478150677,      "110",  420212.901819,  7622701.928412, 586.911115,     "",     07-07-2022/08:06:37.0   ,       MEAS;
                478150678,      "111",  420212.915484,  7622701.804136, 586.856060,     "",     07-07-2022/08:07:24.0   ,       MEAS;
                478150679,      "112",  420215.547756,  7622707.995484, 588.442929,     "",     07-07-2022/08:10:24.0   ,       MEAS;
                478150680,      "113",  420215.609784,  7622707.953806, 587.670166,     "",     07-07-2022/08:10:38.0   ,       MEAS;
                478150681,      "114",  420211.696303,  7622705.182989, 588.467986,     "",     07-07-2022/08:11:11.0   ,       MEAS;
                478150682,      "115",  420211.457901,  7622704.818034, 587.842844,     "",     07-07-2022/08:11:36.0   ,       MEAS;
                478150683,      "116",  420210.942914,  7622704.214722, 588.152108,     "",     07-07-2022/08:12:02.0   ,       MEAS;
                478150684,      "117",  420210.879448,  7622704.126394, 587.236520,     "",     07-07-2022/08:12:21.0   ,       MEAS;
                478150685,      "118",  420210.403353,  7622702.902679, 588.366402,     "",     07-07-2022/08:13:27.0   ,       MEAS;
                478150686,      "119",  420210.410832,  7622702.805759, 587.790459,     "",     07-07-2022/08:13:44.0   ,       MEAS;
                478150687,      "120",  420245.412656,  7622670.691318, 588.949936,     "",     07-07-2022/08:15:55.0   ,       MEAS;
                478150688,      "121",  420245.210731,  7622670.698236, 588.201509,     "",     07-07-2022/08:16:13.0   ,       MEAS;
                478150689,      "122",  420245.209600,  7622670.155754, 588.567321,     "",     07-07-2022/08:17:06.0   ,       MEAS;
                478150690,      "123",  420245.199654,  7622670.112987, 588.117526,     "",     07-07-2022/08:17:19.0   ,       MEAS;
                478150691,      "124",  420245.069994,  7622669.933743, 588.891089,     "",     07-07-2022/08:17:45.0   ,       MEAS;
                478150692,      "125",  420245.136931,  7622669.906381, 588.177066,     "",     07-07-2022/08:18:05.0   ,       MEAS;
                478150693,      "126",  420250.426420,  7622679.782997, 588.523465,     "",     07-07-2022/08:20:23.0   ,       MEAS;
                478150694,      "127",  420250.334132,  7622679.935077, 588.236695,     "",     07-07-2022/08:20:33.0   ,       MEAS;
                478150695,      "128",  420249.010963,  7622670.446846, 587.310505,     "",     07-07-2022/08:21:19.0   ,       MEAS;
                478150696,      "129",  420248.943192,  7622670.356230, 587.176461,     "",     07-07-2022/08:21:33.0   ,       MEAS;
                478150697,      "130",  420250.419964,  7622662.755614, 588.638479,     "",     07-07-2022/08:22:29.0   ,       MEAS;
                478150698,      "131",  420250.351658,  7622662.697846, 588.361292,     "",     07-07-2022/08:22:41.0   ,       MEAS;
                478150699,      "132",  420253.885060,  7622673.636127, 588.634149,     "",     07-07-2022/08:23:28.0   ,       MEAS;
                478150700,      "133",  420253.944350,  7622673.773799, 588.214156,     "",     07-07-2022/08:23:43.0   ,       MEAS;
                478150701,      "134",  420253.940513,  7622673.957147, 588.531348,     "",     07-07-2022/08:24:12.0   ,       MEAS;
                478150702,      "135",  420253.884062,  7622673.965878, 588.216774,     "",     07-07-2022/08:24:28.0   ,       MEAS;
                478150703,      "136",  420254.001869,  7622674.236719, 588.790170,     "",     07-07-2022/08:24:51.0   ,       MEAS;
                478150704,      "137",  420253.823319,  7622674.360101, 588.252452,     "",     07-07-2022/08:25:04.0   ,       MEAS;
                478150705,      "138",  420200.606014,  7622673.142999, 589.196794,     "",     07-07-2022/08:30:27.0   ,       MEAS;
                478150706,      "139",  420200.709830,  7622673.166924, 589.015582,     "",     07-07-2022/08:31:15.0   ,       MEAS;
                478150707,      "140",  420199.224462,  7622673.726920, 589.295425,     "",     07-07-2022/08:31:38.0   ,       MEAS;
                478150708,      "141",  420199.261624,  7622673.738667, 588.872762,     "",     07-07-2022/08:32:02.0   ,       MEAS;
                478150709,      "142",  420197.158583,  7622674.817149, 589.447307,     "",     07-07-2022/08:32:25.0   ,       MEAS;
                478150710,      "143",  420197.326089,  7622674.856356, 589.194510,     "",     07-07-2022/08:32:47.0   ,       MEAS;
                478150711,      "144",  420185.716745,  7622652.176219, 590.512378,     "",     07-07-2022/08:33:38.0   ,       MEAS;
                478150712,      "145",  420185.646724,  7622652.104172, 590.356922,     "",     07-07-2022/08:33:51.0   ,       MEAS;
                478150713,      "146",  420188.341154,  7622651.621633, 590.473926,     "",     07-07-2022/08:34:11.0   ,       MEAS;
                478150714,      "147",  420188.394356,  7622651.567325, 590.016459,     "",     07-07-2022/08:34:26.0   ,       MEAS;
                478150715,      "148",  420190.002752,  7622650.648267, 590.421841,     "",     07-07-2022/08:34:42.0   ,       MEAS;
                478150716,      "149",  420190.039006,  7622650.641286, 589.987321,     "",     07-07-2022/08:34:53.0   ,       MEAS;
                478150717,      "150",  420180.732364,  7622627.680656, 592.909592,     "",     07-07-2022/08:35:57.0   ,       MEAS;
                478150718,      "151",  420180.837362,  7622627.804149, 592.458703,     "",     07-07-2022/08:36:12.0   ,       MEAS;
                478150719,      "152",  420178.730748,  7622628.921481, 592.745517,     "",     07-07-2022/08:36:36.0   ,       MEAS;
                478150720,      "153",  420178.798201,  7622629.058050, 592.111013,     "",     07-07-2022/08:36:49.0   ,       MEAS;
                478150721,      "154",  420175.276794,  7622629.898097, 592.620219,     "",     07-07-2022/08:37:12.0   ,       MEAS;
                478150722,      "155",  420175.534000,  7622630.026187, 592.057210,     "",     07-07-2022/08:37:37.0   ,       MEAS;
                478150723,      "156",  420169.451341,  7622605.605669, 593.420138,     "",     07-07-2022/08:38:37.0   ,       MEAS;
                478150724,      "157",  420169.533941,  7622605.626294, 593.010980,     "",     07-07-2022/08:38:56.0   ,       MEAS;
