3TP17
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                411041797,      "101",  ,       ,       336.667702,     "",    03-07-2022/10:41:11.0    ,       MEAS;
                411041800,      "102",  426496.921965,  7669136.136094, 336.821681,     "",     03-07-2022/10:47:46.0   ,       MEAS;
                411041801,      "103",  426496.980070,  7669136.067324, 336.929154,     "",     03-07-2022/10:48:42.0   ,       MEAS;
                411041802,      "104",  426498.616399,  7669142.075280, 336.717236,     "",     03-07-2022/10:49:28.0   ,       MEAS;
                411041803,      "105",  426498.603639,  7669142.060721, 336.706461,     "",     03-07-2022/10:50:23.0   ,       MEAS;
                411041804,      "106",  426499.410313,  7669148.711548, 336.698990,     "",     03-07-2022/10:51:24.0   ,       MEAS;
                411041805,      "107",  426499.357818,  7669148.618533, 336.693928,     "",     03-07-2022/10:51:47.0   ,       MEAS;
                411041806,      "108",  426479.135214,  7669143.309282, 337.062290,     "",     03-07-2022/10:52:55.0   ,       MEAS;
                411041807,      "109",  426479.016198,  7669143.204055, 336.746894,     "",     03-07-2022/10:53:24.0   ,       MEAS;
                411041808,      "110",  426480.475490,  7669137.998093, 336.722990,     "",     03-07-2022/10:54:36.0   ,       MEAS;
                411041809,      "111",  426480.525534,  7669138.009538, 336.321719,     "",     03-07-2022/10:55:06.0   ,       MEAS;
                411041810,      "112",  426479.796426,  7669130.809293, 337.041090,     "",     03-07-2022/10:56:27.0   ,       MEAS;
                411041811,      "113",  426479.779773,  7669130.828941, 336.637774,     "",     03-07-2022/10:57:10.0   ,       MEAS;
                411041812,      "114",  426457.870458,  7669124.194356, 337.181445,     "",     03-07-2022/10:58:01.0   ,       MEAS;
                411041813,      "115",  426457.763129,  7669124.171191, 336.890599,     "",     03-07-2022/10:58:16.0   ,       MEAS;
                411041814,      "116",  426457.108908,  7669128.480903, 337.193263,     "",     03-07-2022/10:58:59.0   ,       MEAS;
                411041815,      "117",  426457.119406,  7669128.479451, 336.769387,     "",     03-07-2022/10:59:24.0   ,       MEAS;
                411041816,      "118",  426456.347291,  7669134.992068, 336.410943,     "",     03-07-2022/11:00:51.0   ,       MEAS;
                411041817,      "119",  426456.311085,  7669134.892231, 335.750845,     "",     03-07-2022/11:01:18.0   ,       MEAS;
                411041818,      "120",  426433.903061,  7669123.443778, 337.168377,     "",     03-07-2022/11:04:52.0   ,       MEAS;
                411041819,      "121",  426433.892305,  7669123.380119, 336.822738,     "",     03-07-2022/11:05:24.0   ,       MEAS;
                411041820,      "122",  426435.260543,  7669120.589766, 337.155753,     "",     03-07-2022/11:06:36.0   ,       MEAS;
                411041821,      "123",  426435.260583,  7669120.592048, 336.878120,     "",     03-07-2022/11:06:57.0   ,       MEAS;
                411041822,      "124",  426438.003863,  7669112.044247, 337.220797,     "",     03-07-2022/11:07:52.0   ,       MEAS;
                411041823,      "125",  426437.981465,  7669112.012900, 336.904624,     "",     03-07-2022/11:08:11.0   ,       MEAS;
                411041824,      "126",  426406.562398,  7669106.302051, 336.330699,     "",     03-07-2022/11:11:34.0   ,       MEAS;
                411041825,      "127",  426406.490549,  7669106.162724, 336.079122,     "",     03-07-2022/11:11:56.0   ,       MEAS;
                411041826,      "128",  426406.306537,  7669105.814707, 336.359855,     "",     03-07-2022/11:12:42.0   ,       MEAS;
                411041827,      "129",  426406.198148,  7669105.949746, 336.029225,     "",     03-07-2022/11:13:25.0   ,       MEAS;
                411041828,      "130",  426405.270946,  7669105.672363, 336.466223,     "",     03-07-2022/11:14:14.0   ,       MEAS;
                411041829,      "131",  426405.274844,  7669105.681405, 336.168884,     "",     03-07-2022/11:14:32.0   ,       MEAS;
                411041830,      "132",  426384.313699,  7669096.406632, 336.927710,     "",     03-07-2022/11:16:01.0   ,       MEAS;
                411041831,      "133",  426384.526469,  7669096.371183, 336.553907,     "",     03-07-2022/11:16:17.0   ,       MEAS;
                411041832,      "134",  426382.587650,  7669100.461870, 336.810572,     "",     03-07-2022/11:17:03.0   ,       MEAS;
                411041833,      "135",  426382.663295,  7669100.454078, 336.414373,     "",     03-07-2022/11:17:15.0   ,       MEAS;
                411041834,      "136",  426381.533583,  7669102.786373, 336.954666,     "",     03-07-2022/11:17:51.0   ,       MEAS;
                411041835,      "137",  426381.493571,  7669102.805920, 336.579680,     "",     03-07-2022/11:18:09.0   ,       MEAS;
                411041836,      "138",  426357.870664,  7669095.051509, 336.374156,     "",     03-07-2022/11:19:52.0   ,       MEAS;
                411041837,      "139",  426357.827614,  7669094.989319, 335.688911,     "",     03-07-2022/11:20:26.0   ,       MEAS;
                411041838,      "140",  426358.861946,  7669092.513255, 336.518779,     "",     03-07-2022/11:21:28.0   ,       MEAS;
                411041839,      "141",  426358.867859,  7669092.394659, 335.800099,     "",     03-07-2022/11:21:46.0   ,       MEAS;
                411041840,      "142",  426359.419522,  7669088.104566, 336.546302,     "",     03-07-2022/11:23:39.0   ,       MEAS;
                411041841,      "143",  426359.449428,  7669088.115247, 336.142651,     "",     03-07-2022/11:24:02.0   ,       MEAS;
                411041842,      "144",  426337.100382,  7669080.243041, 336.795772,     "",     03-07-2022/11:25:25.0   ,       MEAS;
                411041843,      "145",  426337.104937,  7669080.243572, 336.530228,     "",     03-07-2022/11:25:40.0   ,       MEAS;
                411041844,      "146",  426335.974358,  7669083.635656, 336.953658,     "",     03-07-2022/11:27:15.0   ,       MEAS;
                411041845,      "147",  426335.910909,  7669083.560143, 336.464702,     "",     03-07-2022/11:27:34.0   ,       MEAS;
                411041846,      "148",  426335.022145,  7669086.331700, 336.791143,     "",     03-07-2022/11:28:06.0   ,       MEAS;
                411041847,      "149",  426335.105695,  7669086.306116, 336.476134,     "",     03-07-2022/11:28:17.0   ,       MEAS;
                411041848,      "150",  426310.666300,  7669079.446871, 337.452563,     "",     03-07-2022/11:30:28.0   ,       MEAS;
                411041849,      "151",  426310.690583,  7669079.386073, 336.935900,     "",     03-07-2022/11:31:01.0   ,       MEAS;
                411041850,      "152",  426311.718825,  7669075.843542, 337.353380,     "",     03-07-2022/11:31:36.0   ,       MEAS;
                411041851,      "153",  426311.779332,  7669075.731926, 337.256086,     "",     03-07-2022/11:32:04.0   ,       MEAS;
                411041852,      "154",  426312.953475,  7669071.834519, 337.367318,     "",     03-07-2022/11:33:08.0   ,       MEAS;
                411041853,      "155",  426312.941519,  7669071.924846, 337.182072,     "",     03-07-2022/11:33:27.0   ,       MEAS;
                411041854,      "156",  426410.733274,  7669111.587606, 336.338774,     "",     03-07-2022/11:37:56.0   ,       MEAS;
                411041855,      "157",  426410.762321,  7669111.626571, 335.953079,     "",     03-07-2022/11:38:07.0   ,       MEAS;
                411041856,      "158",  426409.206868,  7669111.249444, 336.280811,     "",     03-07-2022/11:38:40.0   ,       MEAS;
                411041857,      "159",  426409.129998,  7669111.230974, 335.804074,     "",     03-07-2022/11:38:49.0   ,       MEAS;
                411041858,      "160",  426406.167389,  7669109.532136, 336.290818,     "",     03-07-2022/11:39:54.0   ,       MEAS;
                411041859,      "161",  426406.174754,  7669109.514242, 335.926980,     "",     03-07-2022/11:40:08.0   ,       MEAS;
                411041860,      "162",  426406.980914,  7669111.393619, 336.297037,     "",     03-07-2022/11:40:44.0   ,       MEAS;
                411041861,      "163",  426406.854482,  7669111.264569, 335.940188,     "",     03-07-2022/11:40:58.0   ,       MEAS;
                411041862,      "164",  426409.287459,  7669112.250772, 336.208998,     "",     03-07-2022/11:41:45.0   ,       MEAS;
                411041863,      "165",  426409.285629,  7669112.175352, 335.766117,     "",     03-07-2022/11:41:59.0   ,       MEAS;
                411041864,      "166",  426411.039872,  7669112.765593, 336.221366,     "",     03-07-2022/11:42:50.0   ,       MEAS;
                411041865,      "167",  426411.093370,  7669112.826605, 335.966673,     "",     03-07-2022/11:43:17.0   ,       MEAS;
                411041866,      "168",  426415.545447,  7669108.040017, 337.038287,     "",     03-07-2022/11:44:08.0   ,       MEAS;
                411041796,      "101",  426406.000000,  7669133.000000, 339.000000,     "",     03-07-2022/10:41:10.0   ,       FIX;
                411041795,      "TS1",  426427.000000,  7669129.000000, 337.000000,     "",     03-07-2022/09:55:56.0   ,       FIX;
