3EP12
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                360710149,      "101",  ,       ,       350.579908,     "",    09-02-2021/03:46:03.0    ,       MEAS;
                360710152,      "1",    427356.323883,  7663218.552006, 350.579300,     "",     09-02-2021/03:46:24.0   ,       MEAS;
                360710153,      "102",  427389.686241,  7663232.336907, 349.425178,     "",     09-02-2021/03:50:02.0   ,       MEAS;
                360710154,      "103",  427389.663108,  7663232.486762, 348.759611,     "",     09-02-2021/03:50:24.0   ,       MEAS;
                360710155,      "104",  427390.681999,  7663232.494804, 349.331902,     "",     09-02-2021/03:50:45.0   ,       MEAS;
                360710156,      "105",  427390.667533,  7663232.468335, 348.643834,     "",     09-02-2021/03:51:14.0   ,       MEAS;
                360710157,      "106",  427391.474000,  7663232.878514, 349.415192,     "",     09-02-2021/03:51:49.0   ,       MEAS;
                360710158,      "107",  427391.549238,  7663232.815125, 348.756934,     "",     09-02-2021/03:52:07.0   ,       MEAS;
                360710159,      "108",  427389.712974,  7663232.375444, 349.408858,     "",     09-02-2021/04:03:19.0   ,       MEAS;
                360710160,      "109",  427389.599292,  7663232.493212, 348.589412,     "",     09-02-2021/04:03:42.0   ,       MEAS;
                360710161,      "110",  427390.670440,  7663232.543472, 349.277946,     "",     09-02-2021/04:04:04.0   ,       MEAS;
                360710162,      "111",  427390.614539,  7663232.626178, 348.459969,     "",     09-02-2021/04:04:24.0   ,       MEAS;
                360710163,      "112",  427391.350076,  7663232.770344, 349.392093,     "",     09-02-2021/04:04:43.0   ,       MEAS;
                360710164,      "113",  427391.325894,  7663232.754204, 348.521102,     "",     09-02-2021/04:05:10.0   ,       MEAS;
                360710165,      "114",  427398.049719,  7663223.762886, 349.310283,     "",     09-02-2021/04:05:57.0   ,       MEAS;
                360710166,      "115",  427398.237496,  7663223.783583, 348.558204,     "",     09-02-2021/04:06:12.0   ,       MEAS;
                360710167,      "116",  427404.660728,  7663213.400552, 348.987708,     "",     09-02-2021/04:07:13.0   ,       MEAS;
                360710168,      "117",  427404.374378,  7663213.458439, 348.488360,     "",     09-02-2021/04:07:40.0   ,       MEAS;
                360710169,      "118",  427394.326504,  7663200.977228, 349.392337,     "",     09-02-2021/04:09:17.0   ,       MEAS;
                360710170,      "119",  427394.195237,  7663200.891194, 348.904410,     "",     09-02-2021/04:09:55.0   ,       MEAS;
                360710171,      "120",  427383.459954,  7663202.300593, 349.122594,     "",     09-02-2021/04:11:00.0   ,       MEAS;
                360710172,      "121",  427383.314848,  7663202.334211, 348.433608,     "",     09-02-2021/04:11:24.0   ,       MEAS;
                360710173,      "122",  427382.190133,  7663203.276371, 349.084529,     "",     09-02-2021/04:12:58.0   ,       MEAS;
                360710174,      "123",  427382.151115,  7663203.363661, 348.348618,     "",     09-02-2021/04:13:18.0   ,       MEAS;
                360710175,      "124",  427381.537918,  7663204.018386, 349.198845,     "",     09-02-2021/04:14:13.0   ,       MEAS;
                360710176,      "125",  427381.506750,  7663204.073802, 348.519492,     "",     09-02-2021/04:14:35.0   ,       MEAS;
                360710177,      "126",  427378.233768,  7663211.771322, 349.220182,     "",     09-02-2021/04:15:54.0   ,       MEAS;
                360710178,      "127",  427378.268404,  7663211.790115, 348.583821,     "",     09-02-2021/04:16:11.0   ,       MEAS;
                360710179,      "128",  427380.595640,  7663221.302658, 349.329446,     "",     09-02-2021/04:18:08.0   ,       MEAS;
                360710180,      "129",  427380.597080,  7663221.259209, 348.512037,     "",     09-02-2021/04:18:29.0   ,       MEAS;
                360710181,      "130",  427386.078420,  7663225.098973, 349.101012,     "",     09-02-2021/04:19:16.0   ,       MEAS;
                360710182,      "131",  427385.930377,  7663224.813649, 348.328714,     "",     09-02-2021/04:19:51.0   ,       MEAS;
                360710183,      "132",  427344.597956,  7663154.000111, 350.372112,     "",     09-02-2021/04:26:41.0   ,       MEAS;
                360710184,      "133",  427344.744479,  7663154.085202, 349.572135,     "",     09-02-2021/04:26:55.0   ,       MEAS;
                360710185,      "134",  427345.044446,  7663154.055803, 350.292037,     "",     09-02-2021/04:28:24.0   ,       MEAS;
                360710186,      "135",  427344.991938,  7663154.115643, 349.462859,     "",     09-02-2021/04:28:51.0   ,       MEAS;
                360710187,      "136",  427345.446275,  7663154.350592, 350.305365,     "",     09-02-2021/04:29:20.0   ,       MEAS;
                360710188,      "137",  427345.513578,  7663154.354870, 349.434965,     "",     09-02-2021/04:29:44.0   ,       MEAS;
                360710189,      "138",  427336.399938,  7663148.715986, 350.274334,     "",     09-02-2021/04:30:39.0   ,       MEAS;
                360710190,      "139",  427336.225724,  7663148.777618, 349.463046,     "",     09-02-2021/04:31:09.0   ,       MEAS;
                360710191,      "140",  427335.174407,  7663137.106097, 350.411953,     "",     09-02-2021/04:31:54.0   ,       MEAS;
                360710192,      "141",  427335.080429,  7663137.254273, 349.529780,     "",     09-02-2021/04:32:18.0   ,       MEAS;
                360710193,      "142",  427348.106153,  7663125.577441, 350.238718,     "",     09-02-2021/04:33:21.0   ,       MEAS;
                360710194,      "143",  427348.226904,  7663125.506479, 349.593798,     "",     09-02-2021/04:33:35.0   ,       MEAS;
                360710195,      "144",  427353.681570,  7663113.397578, 350.612444,     "",     09-02-2021/04:34:21.0   ,       MEAS;
                360710196,      "145",  427354.028929,  7663113.374776, 349.692670,     "",     09-02-2021/04:34:58.0   ,       MEAS;
                360710197,      "146",  427357.819214,  7663111.440054, 350.190984,     "",     09-02-2021/04:35:46.0   ,       MEAS;
