HEADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "3EP12"
                OPERATOR        "EF"
                CREATION_DATE   06-07-2022/08:09:22.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                444596269,      "139",  1,      333.300420,     90.375990,     68.095200,       2.700000,       06-07-2022/09:27:28.0,  0.000000,       107,   00001110;
                444596270,      "140",  1,      332.132550,     90.190310,     63.309900,       2.700000,       06-07-2022/09:28:07.0,  0.000000,       107,   00001110;
                444596271,      "141",  1,      332.132900,     90.361420,     63.299600,       2.700000,       06-07-2022/09:28:27.0,  0.000000,       107,   00001110;
                444596272,      "142",  1,      288.494250,     89.214000,     108.365500,      2.700000,       06-07-2022/09:31:46.0,  0.000000,       107,   00001110;
                444596273,      "143",  1,      288.502000,     89.394750,     108.383200,      2.700000,       06-07-2022/09:32:21.0,  0.000000,       107,   00001110;
                444596274,      "144",  1,      286.475220,     89.161500,     100.075700,      2.700000,       06-07-2022/09:32:59.0,  0.000000,       107,   00001110;
                444596275,      "145",  1,      286.481020,     89.271810,     100.039100,      2.700000,       06-07-2022/09:33:14.0,  0.000000,       107,   00001110;
                444596276,      "146",  1,      284.273620,     89.145500,     92.524900,       2.700000,       06-07-2022/09:33:52.0,  0.000000,       107,   00001110;
                444596277,      "147",  1,      284.265710,     89.251370,     92.421300,       2.700000,       06-07-2022/09:34:07.0,  0.000000,       107,   00001110;
                444596278,      "148",  1,      281.534100,     89.015900,     86.057500,       2.700000,       06-07-2022/09:34:44.0,  0.000000,       107,   00001110;
                444596279,      "149",  1,      281.550530,     89.160350,     86.081100,       2.700000,       06-07-2022/09:34:56.0,  0.000000,       107,   00001110;
                444596280,      "150",  1,      278.092810,     88.400440,     79.332300,       2.700000,       06-07-2022/09:35:30.0,  0.000000,       107,   00001110;
                444596281,      "151",  1,      278.071280,     88.525180,     79.201700,       2.700000,       06-07-2022/09:35:42.0,  0.000000,       107,   00001110;
                444596282,      "152",  1,      267.343190,     88.262180,     87.780800,       2.700000,       06-07-2022/09:39:08.0,  0.000000,       107,   00001110;
                444596283,      "153",  1,      267.385280,     88.385680,     87.813100,       2.700000,       06-07-2022/09:39:18.0,  0.000000,       107,   00001110;
                444596284,      "154",  1,      269.375220,     88.341480,     93.187200,       2.700000,       06-07-2022/09:39:52.0,  0.000000,       107,   00001110;
                444596285,      "155",  1,      269.395620,     88.563250,     92.956700,       2.700000,       06-07-2022/09:40:29.0,  0.000000,       107,   00001110;
                444596286,      "156",  1,      272.232070,     88.535430,     102.153400,      2.700000,       06-07-2022/09:41:25.0,  0.000000,       107,   00001110;
                444596287,      "157",  1,      272.241680,     88.553430,     102.072700,      2.700000,       06-07-2022/09:41:38.0,  0.000000,       107,   00001110;
                444596288,      "158",  1,      274.554470,     88.575960,     110.444100,      2.700000,       06-07-2022/09:42:11.0,  0.000000,       107,   00001110;
                444596289,      "159",  1,      274.572530,     89.104170,     110.379000,      2.700000,       06-07-2022/09:42:28.0,  0.000000,       107,   00001110;
                444596290,      "160",  1,      276.592160,     89.002980,     117.506100,      2.700000,       06-07-2022/09:43:16.0,  0.000000,       107,   00001110;
                444596291,      "161",  1,      276.580550,     89.022140,     117.483700,      2.700000,       06-07-2022/09:43:35.0,  0.000000,       107,   00001110;
                444596292,      "162",  1,      266.463170,     88.320360,     129.013900,      2.700000,       06-07-2022/09:47:33.0,  0.000000,       107,   00001110;
                444596293,      "163",  1,      266.470080,     88.362040,     128.918100,      2.700000,       06-07-2022/09:47:55.0,  0.000000,       107,   00001110;
                444596294,      "164",  1,      264.570250,     88.224980,     123.195700,      2.700000,       06-07-2022/09:48:38.0,  0.000000,       107,   00001110;
                444596295,      "165",  1,      264.555620,     88.290970,     123.142900,      2.700000,       06-07-2022/09:48:52.0,  0.000000,       107,   00001110;
                444596296,      "166",  1,      261.490780,     88.111790,     115.991400,      2.700000,       06-07-2022/09:49:33.0,  0.000000,       107,   00001110;
                444596297,      "167",  1,      261.495940,     88.224140,     115.897400,      2.700000,       06-07-2022/09:50:44.0,  0.000000,       107,   00001110;
                444596298,      "168",  1,      258.454340,     88.035600,     106.454100,      2.700000,       06-07-2022/09:51:23.0,  0.000000,       107,   00001110;
                444596299,      "169",  1,      258.442710,     88.130710,     106.410400,      2.700000,       06-07-2022/09:51:41.0,  0.000000,       107,   00001110;
                444596300,      "170",  1,      256.512520,     87.593160,     102.340800,      2.700000,       06-07-2022/09:52:05.0,  0.000000,       107,   00001110;
                444596301,      "171",  1,      256.543270,     88.111050,     102.303700,      2.700000,       06-07-2022/09:52:17.0,  0.000000,       107,   00001110;
                444596302,      "172",  1,      246.373330,     87.144510,     129.572600,      2.700000,       06-07-2022/09:53:28.0,  0.000000,       107,   00001110;
                444596303,      "173",  1,      246.391140,     87.242530,     129.524700,      2.700000,       06-07-2022/09:53:42.0,  0.000000,       107,   00001110;
                444596304,      "174",  1,      247.513050,     87.242630,     131.355300,      2.700000,       06-07-2022/09:54:11.0,  0.000000,       107,   00001110;
                444596305,      "175",  1,      247.553110,     87.305470,     131.226500,      2.700000,       06-07-2022/09:54:22.0,  0.000000,       107,   00001110;
                444596306,      "176",  1,      251.093960,     87.274930,     136.072000,      2.700000,       06-07-2022/09:54:49.0,  0.000000,       107,   00001110;
                444596307,      "177",  1,      251.060500,     87.422260,     135.981500,      2.700000,       06-07-2022/09:55:02.0,  0.000000,       107,   00001110;
                444596308,      "178",  1,      254.395480,     87.304460,     145.235100,      2.700000,       06-07-2022/09:55:38.0,  0.000000,       107,   00001110;
                444596309,      "179",  1,      254.425040,     87.393980,     145.125300,      2.700000,       06-07-2022/09:55:56.0,  0.000000,       107,   00001110;
                444596310,      "180",  1,      256.540460,     87.420740,     146.324600,      2.700000,       06-07-2022/09:58:16.0,  0.000000,       107,   00001110;
                444596311,      "181",  1,      256.541410,     87.415420,     146.057500,      2.700000,       06-07-2022/09:59:37.0,  0.000000,       107,   00001110;
                444596312,      "182",  1,      259.535190,     87.525370,     138.572200,      2.700000,       06-07-2022/10:04:34.0,  0.000000,       107,   00001110;
                444596313,      "183",  1,      259.504880,     88.055840,     138.575100,      2.700000,       06-07-2022/10:04:48.0,  0.000000,       107,   00001110;
                444596314,      "184",  1,      257.464190,     87.434010,     139.468100,      2.700000,       06-07-2022/10:05:09.0,  0.000000,       107,   00001110;
                444596315,      "185",  1,      257.421350,     87.582680,     139.319300,      2.700000,       06-07-2022/10:05:20.0,  0.000000,       107,   00001110;
                444596316,      "186",  1,      257.212460,     87.410530,     139.696600,      2.700000,       06-07-2022/10:05:35.0,  0.000000,       107,   00001110;
                444596317,      "187",  1,      257.212010,     87.535180,     139.641600,      2.700000,       06-07-2022/10:05:49.0,  0.000000,       107,   00001110;
                444596318,      "188",  1,      256.422850,     87.401840,     140.052400,      2.700000,       06-07-2022/10:06:03.0,  0.000000,       107,   00001110;
                444596319,      "189",  1,      256.432220,     87.514870,     139.919400,      2.700000,       06-07-2022/10:06:18.0,  0.000000,       107,   00001110;
                444596320,      "190",  1,      236.470650,     86.562490,     164.166700,      2.700000,       06-07-2022/10:07:34.0,  0.000000,       107,   00001110;
                444596321,      "191",  1,      236.451110,     86.591090,     164.149200,      2.700000,       06-07-2022/10:07:52.0,  0.000000,       107,   00001110;
                444596322,      "192",  1,      233.164990,     86.595230,     136.887100,      2.700000,       06-07-2022/10:09:54.0,  0.000000,       107,   00001110;
                444596323,      "193",  1,      233.092360,     87.085710,     136.918500,      2.700000,       06-07-2022/10:10:19.0,  0.000000,       107,   00001110;
                444596324,      "194",  1,      253.381400,     87.425190,     114.940400,      2.700000,       06-07-2022/10:11:27.0,  0.000000,       107,   00001110;
                444596325,      "195",  1,      253.415650,     87.573530,     114.879000,      2.700000,       06-07-2022/10:11:44.0,  0.000000,       107,   00001110;
                444596326,      "196",  1,      255.163790,     87.464200,     114.467100,      2.700000,       06-07-2022/10:12:00.0,  0.000000,       107,   00001110;
                444596327,      "197",  1,      255.162220,     87.590990,     114.411700,      2.700000,       06-07-2022/10:12:12.0,  0.000000,       107,   00001110;
                444596328,      "198",  1,      256.033690,     87.541910,     114.257600,      2.700000,       06-07-2022/10:12:26.0,  0.000000,       107,   00001110;
                444596329,      "199",  1,      256.033320,     88.024560,     114.240000,      2.700000,       06-07-2022/10:12:37.0,  0.000000,       107,   00001110;
                444596330,      "200",  1,      259.061140,     88.032500,     113.146300,      2.700000,       06-07-2022/10:12:57.0,  0.000000,       107,   00001110;
                444596331,      "201",  1,      259.062350,     88.103170,     113.031600,      2.700000,       06-07-2022/10:13:21.0,  0.000000,       107,   00001110;
                444596332,      "202",  1,      258.005060,     88.003520,     87.711900,       2.700000,       06-07-2022/10:15:13.0,  0.000000,       107,   00001110;
                444596333,      "203",  1,      258.005180,     88.194680,     87.573200,       2.700000,       06-07-2022/10:15:28.0,  0.000000,       107,   00001110;
                444596334,      "204",  1,      253.420190,     87.533590,     89.847300,       2.700000,       06-07-2022/10:15:51.0,  0.000000,       107,   00001110;
                444596335,      "205",  1,      253.415500,     88.100810,     89.819000,       2.700000,       06-07-2022/10:16:00.0,  0.000000,       107,   00001110;
                444596336,      "206",  1,      251.021170,     87.404020,     91.169600,       2.700000,       06-07-2022/10:16:23.0,  0.000000,       107,   00001110;
                444596337,      "207",  1,      251.035970,     87.570180,     91.003800,       2.700000,       06-07-2022/10:16:38.0,  0.000000,       107,   00001110;
                444596338,      "208",  1,      247.565260,     87.325890,     92.909400,       2.700000,       06-07-2022/10:16:58.0,  0.000000,       107,   00001110;
                444596339,      "209",  1,      247.572510,     87.531970,     92.910300,       2.700000,       06-07-2022/10:17:08.0,  0.000000,       107,   00001110;
                444596340,      "210",  1,      228.430730,     87.135020,     111.650700,      2.700000,       06-07-2022/10:17:52.0,  0.000000,       107,   00001110;
                444596341,      "211",  1,      228.445810,     87.303670,     111.560900,      2.700000,       06-07-2022/10:18:05.0,  0.000000,       107,   00001110;
                444596342,      "212",  1,      220.450890,     87.341810,     85.188700,       2.700000,       06-07-2022/10:20:12.0,  0.000000,       107,   00001110;
                444596343,      "213",  1,      220.404470,     87.494200,     85.111700,       2.700000,       06-07-2022/10:20:22.0,  0.000000,       107,   00001110;
                444596344,      "214",  1,      238.452140,     87.261380,     70.192500,       2.700000,       06-07-2022/10:21:09.0,  0.000000,       107,   00001110;
                444596345,      "215",  1,      238.412340,     87.394650,     70.177400,       2.700000,       06-07-2022/10:21:20.0,  0.000000,       107,   00001110;
                444596346,      "216",  1,      244.185010,     87.233850,     67.525000,       2.700000,       06-07-2022/10:21:36.0,  0.000000,       107,   00001110;
                444596347,      "217",  1,      244.182610,     87.461940,     67.439000,       2.700000,       06-07-2022/10:21:50.0,  0.000000,       107,   00001110;
                444596348,      "218",  1,      250.124320,     87.333390,     65.515900,       2.700000,       06-07-2022/10:22:09.0,  0.000000,       107,   00001110;
                444596349,      "219",  1,      250.151150,     87.462690,     65.568800,       2.700000,       06-07-2022/10:22:20.0,  0.000000,       107,   00001110;
                444596350,      "220",  1,      255.393340,     87.475590,     64.596900,       2.700000,       06-07-2022/10:22:37.0,  0.000000,       107,   00001110;
                444596351,      "221",  1,      255.415730,     88.085380,     64.503200,       2.700000,       06-07-2022/10:22:51.0,  0.000000,       107,   00001110;
                444596352,      "222",  1,      127.503720,     87.374350,     24.125300,       2.700000,       06-07-2022/10:26:42.0,  0.000000,       107,   00001110;
                444596353,      "223",  1,      127.502950,     88.353870,     24.090100,       2.700000,       06-07-2022/10:26:52.0,  0.000000,       107,   00001110;
                444596354,      "224",  1,      133.533280,     87.173390,     25.923800,       2.700000,       06-07-2022/10:27:10.0,  0.000000,       107,   00001110;
                444596355,      "225",  1,      133.530480,     88.190450,     25.856800,       2.700000,       06-07-2022/10:27:19.0,  0.000000,       107,   00001110;
                444596356,      "226",  1,      148.165460,     87.460870,     34.135700,       2.700000,       06-07-2022/10:27:43.0,  0.000000,       107,   00001110;
                444596357,      "227",  1,      148.132820,     88.454140,     34.011700,       2.700000,       06-07-2022/10:27:53.0,  0.000000,       107,   00001110;
                444596358,      "228",  1,      155.213440,     88.033110,     45.092200,       2.700000,       06-07-2022/10:28:14.0,  0.000000,       107,   00001110;
                444596359,      "229",  1,      155.254210,     88.421700,     45.016000,       2.700000,       06-07-2022/10:28:25.0,  0.000000,       107,   00001110;
                444596360,      "230",  1,      156.245610,     88.102020,     47.375100,       2.700000,       06-07-2022/10:28:40.0,  0.000000,       107,   00001110;
                444596361,      "231",  1,      156.251140,     88.412690,     47.322500,       2.700000,       06-07-2022/10:29:15.0,  0.000000,       107,   00001110;
                444596362,      "232",  1,      132.492150,     88.023920,     60.734300,       2.700000,       06-07-2022/10:30:58.0,  0.000000,       107,   00001110;
                444596363,      "233",  1,      132.491560,     88.223890,     60.700600,       2.700000,       06-07-2022/10:31:08.0,  0.000000,       107,   00001110;
                444596364,      "234",  1,      131.570710,     88.063850,     59.546100,       2.700000,       06-07-2022/10:31:22.0,  0.000000,       107,   00001110;
                444596365,      "235",  1,      131.564490,     88.195410,     59.509100,       2.700000,       06-07-2022/10:31:31.0,  0.000000,       107,   00001110;
                444596366,      "236",  1,      123.490830,     87.575590,     50.943500,       2.700000,       06-07-2022/10:31:52.0,  0.000000,       107,   00001110;
                444596367,      "237",  1,      123.502180,     88.323170,     50.885700,       2.700000,       06-07-2022/10:32:04.0,  0.000000,       107,   00001110;
                444596368,      "238",  1,      112.585710,     88.014550,     44.875500,       2.700000,       06-07-2022/10:32:28.0,  0.000000,       107,   00001110;
                444596369,      "239",  1,      112.564340,     88.291340,     44.934100,       2.700000,       06-07-2022/10:32:40.0,  0.000000,       107,   00001110;
                444596370,      "240",  1,      108.391710,     88.574040,     43.873700,       2.700000,       06-07-2022/10:32:58.0,  0.000000,       107,   00001110;
                444596371,      "241",  1,      108.341620,     89.325050,     43.836200,       2.700000,       06-07-2022/10:33:09.0,  0.000000,       107,   00001110;
                444596372,      "242",  1,      104.414960,     88.151120,     67.408000,       2.700000,       06-07-2022/10:35:50.0,  0.000000,       107,   00001110;
                444596373,      "243",  1,      104.460560,     88.432650,     67.376100,       2.700000,       06-07-2022/10:36:02.0,  0.000000,       107,   00001110;
                444596374,      "244",  1,      303.033620,     92.183670,     83.062700,       2.700000,       06-07-2022/10:40:55.0,  0.000000,       107,   00001110;
                444596375,      "245",  1,      303.132890,     92.242610,     83.111600,       2.700000,       06-07-2022/10:41:09.0,  0.000000,       107,   00001110;
                444596376,      "246",  1,      304.251240,     91.431930,     75.598600,       2.700000,       06-07-2022/10:42:19.0,  0.000000,       107,   00001110;
                444596377,      "247",  1,      304.115740,     91.592400,     75.630000,       2.780000,       06-07-2022/10:44:26.0,  0.000000,       107,   00001110;
                444596378,      "248",  1,      120.004400,     87.501290,     79.733700,       2.700000,       06-07-2022/10:47:41.0,  0.000000,       107,   00001110;
                444596379,      "249",  1,      119.571240,     87.593280,     79.623300,       2.700000,       06-07-2022/10:47:57.0,  0.000000,       107,   00001110;
                444596380,      "250",  1,      120.332940,     87.481960,     79.891400,       2.700000,       06-07-2022/10:48:44.0,  0.000000,       107,   00001110;
                444596381,      "251",  1,      121.262140,     87.590630,     78.932300,       2.700000,       06-07-2022/10:49:41.0,  0.000000,       107,   00001110;
                444596382,      "252",  1,      112.475160,     87.492460,     101.172100,      2.700000,       06-07-2022/10:50:21.0,  0.000000,       107,   00001110;
                444596383,      "253",  1,      112.472570,     87.593390,     101.042000,      2.700000,       06-07-2022/10:50:31.0,  0.000000,       107,   00001110;
                444596384,      "254",  1,      112.345890,     87.481770,     100.855000,      2.700000,       06-07-2022/10:51:14.0,  0.000000,       107,   00001110;
                444596385,      "255",  1,      112.350380,     87.581150,     100.564000,      2.700000,       06-07-2022/10:51:24.0,  0.000000,       107,   00001110;
                444596386,      "256",  1,      106.230510,     87.574170,     96.652900,       2.700000,       06-07-2022/10:51:42.0,  0.000000,       107,   00001110;
                444596387,      "257",  1,      106.220710,     88.072410,     96.627600,       2.700000,       06-07-2022/10:51:58.0,  0.000000,       107,   00001110;
                444596388,      "258",  1,      101.573290,     88.232470,     95.052000,       2.700000,       06-07-2022/10:53:02.0,  0.000000,       107,   00001110;
                444596389,      "259",  1,      101.565930,     88.382810,     94.980600,       2.700000,       06-07-2022/10:53:14.0,  0.000000,       107,   00001110;
                444596390,      "260",  1,      100.532540,     88.195450,     94.960200,       2.700000,       06-07-2022/10:53:28.0,  0.000000,       107,   00001110;
                444596391,      "261",  1,      100.503690,     88.431010,     94.864100,       2.700000,       06-07-2022/10:53:48.0,  0.000000,       107,   00001110;
                444596392,      "262",  1,      170.543320,     83.161210,     10.624200,       2.700000,       06-07-2022/10:59:39.0,  0.000000,       107,   00001110;
        END SLOPE
END THEODOLITE

HEADER
        VERSION 1.20
        SYSTEM  "TS02power-7\""
        UNITS
                ANGULAR DMS
                LINEAR  METRE
                TEMP    CELSIUS
                PRESS   HPA
                TIME    DMY
        END UNITS
        PROJECT
                NAME    "3EP12"
                OPERATOR        "EF"
                CREATION_DATE   06-07-2022/08:09:22.0
        END PROJECT
END HEADER
DATABASE
        POINTS (PointNo, PointID, East, North, Elevation, Code, Date, CLASS)
                452984833,      "TS1",  427326.000000,  7663164.000000, 350.000000,     "",             ,       FIX;
                452984834,      "101",  427357.000000,  7663217.000000, 350.000000,     "",             ,       FIX;
        END POINTS
END DATABASE
THEODOLITE
        INSTRUMENTS (Name, TheoNo, EDMNo, V_TYPE)
                "TS02power-7\"",        1310809,        0,      ZENITH;
        END INSTRUMENTS
END THEODOLITE

